month,t_sec,band_c,n,n_up_wins,p_up,avg_mid
2025-10,0,40,1,1,1.0,0.415
2025-10,0,42,4,0,0.0,0.4313
2025-10,0,44,21,13,0.619,0.4488
2025-10,0,46,36,16,0.4444,0.4682
2025-10,0,48,42,23,0.5476,0.4886
2025-10,0,50,57,26,0.4561,0.5075
2025-10,0,52,37,22,0.5946,0.5282
2025-10,0,54,24,12,0.5,0.5456
2025-10,0,56,14,11,0.7857,0.5675
2025-10,0,58,1,0,0.0,0.59
2025-10,0,66,1,0,0.0,0.675
2025-10,0,70,1,0,0.0,0.7
2025-10,15,22,1,0,0.0,0.225
2025-10,15,26,1,1,1.0,0.27
2025-10,15,32,2,1,0.5,0.33
2025-10,15,34,1,0,0.0,0.345
2025-10,15,36,1,1,1.0,0.37
2025-10,15,38,2,1,0.5,0.39
2025-10,15,40,6,2,0.3333,0.4117
2025-10,15,42,18,2,0.1111,0.4289
2025-10,15,44,15,12,0.8,0.448
2025-10,15,46,25,11,0.44,0.4698
2025-10,15,48,31,11,0.3548,0.4882
2025-10,15,50,41,23,0.561,0.5066
2025-10,15,52,35,20,0.5714,0.5284
2025-10,15,54,30,16,0.5333,0.5452
2025-10,15,56,19,10,0.5263,0.5705
2025-10,15,58,6,6,1.0,0.59
2025-10,15,60,2,1,0.5,0.6125
2025-10,15,62,2,2,1.0,0.6275
2025-10,15,66,1,1,1.0,0.665
2025-10,15,68,2,2,1.0,0.6875
2025-10,15,78,1,1,1.0,0.78
2025-10,30,26,1,0,0.0,0.265
2025-10,30,28,3,1,0.3333,0.2883
2025-10,30,30,3,0,0.0,0.3133
2025-10,30,32,2,1,0.5,0.3225
2025-10,30,34,2,0,0.0,0.3425
2025-10,30,36,5,2,0.4,0.369
2025-10,30,38,5,3,0.6,0.387
2025-10,30,40,12,2,0.1667,0.4075
2025-10,30,42,19,12,0.6316,0.4305
2025-10,30,44,16,8,0.5,0.4456
2025-10,30,46,17,7,0.4118,0.4659
2025-10,30,48,27,12,0.4444,0.4889
2025-10,30,50,30,15,0.5,0.5083
2025-10,30,52,27,14,0.5185,0.5287
2025-10,30,54,16,8,0.5,0.5447
2025-10,30,56,20,14,0.7,0.5693
2025-10,30,58,12,7,0.5833,0.59
2025-10,30,60,13,10,0.7692,0.605
2025-10,30,62,5,3,0.6,0.626
2025-10,30,64,4,2,0.5,0.645
2025-10,30,66,1,1,1.0,0.66
2025-10,30,68,1,1,1.0,0.685
2025-10,30,74,1,1,1.0,0.745
2025-10,45,20,1,0,0.0,0.215
2025-10,45,24,1,0,0.0,0.245
2025-10,45,28,5,1,0.2,0.287
2025-10,45,30,1,1,1.0,0.305
2025-10,45,32,6,4,0.6667,0.3267
2025-10,45,34,11,3,0.2727,0.3509
2025-10,45,36,2,1,0.5,0.375
2025-10,45,38,6,2,0.3333,0.3875
2025-10,45,40,14,4,0.2857,0.4096
2025-10,45,42,17,7,0.4118,0.4276
2025-10,45,44,16,8,0.5,0.4478
2025-10,45,46,17,8,0.4706,0.4682
2025-10,45,48,16,8,0.5,0.4891
2025-10,45,50,24,14,0.5833,0.5094
2025-10,45,52,29,11,0.3793,0.5283
2025-10,45,54,7,4,0.5714,0.545
2025-10,45,56,16,10,0.625,0.57
2025-10,45,58,11,7,0.6364,0.5895
2025-10,45,60,14,6,0.4286,0.6071
2025-10,45,62,9,7,0.7778,0.6239
2025-10,45,64,4,4,1.0,0.6475
2025-10,45,66,6,6,1.0,0.6692
2025-10,45,68,3,3,1.0,0.6867
2025-10,45,70,2,2,1.0,0.7025
2025-10,45,72,1,1,1.0,0.72
2025-10,45,74,2,2,1.0,0.755
2025-10,45,78,1,0,0.0,0.79
2025-10,60,22,1,0,0.0,0.225
2025-10,60,24,1,0,0.0,0.25
2025-10,60,26,2,0,0.0,0.275
2025-10,60,28,4,2,0.5,0.285
2025-10,60,30,5,3,0.6,0.304
2025-10,60,32,8,3,0.375,0.3313
2025-10,60,34,8,2,0.25,0.3481
2025-10,60,36,9,3,0.3333,0.3633
2025-10,60,38,7,3,0.4286,0.3886
2025-10,60,40,10,4,0.4,0.4105
2025-10,60,42,22,7,0.3182,0.4266
2025-10,60,44,12,8,0.6667,0.4467
2025-10,60,46,16,9,0.5625,0.4672
2025-10,60,48,17,6,0.3529,0.4885
2025-10,60,50,20,12,0.6,0.5108
2025-10,60,52,22,11,0.5,0.5248
2025-10,60,54,8,4,0.5,0.5488
2025-10,60,56,20,11,0.55,0.5688
2025-10,60,58,9,6,0.6667,0.5906
2025-10,60,60,12,6,0.5,0.6092
2025-10,60,62,5,5,1.0,0.63
2025-10,60,64,9,6,0.6667,0.6489
2025-10,60,66,3,3,1.0,0.67
2025-10,60,68,1,1,1.0,0.685
2025-10,60,70,3,2,0.6667,0.7067
2025-10,60,72,4,4,1.0,0.7275
2025-10,60,74,2,2,1.0,0.7425
2025-10,60,76,1,1,1.0,0.76
2025-10,60,78,2,1,0.5,0.7875
2025-10,75,20,1,0,0.0,0.215
2025-10,75,22,2,1,0.5,0.2275
2025-10,75,24,5,1,0.2,0.249
2025-10,75,26,2,0,0.0,0.275
2025-10,75,28,4,1,0.25,0.2937
2025-10,75,30,8,3,0.375,0.3088
2025-10,75,32,6,1,0.1667,0.3292
2025-10,75,34,11,5,0.4545,0.3464
2025-10,75,36,13,5,0.3846,0.3665
2025-10,75,38,10,2,0.2,0.3875
2025-10,75,40,14,8,0.5714,0.4082
2025-10,75,42,13,5,0.3846,0.4281
2025-10,75,44,13,3,0.2308,0.4496
2025-10,75,46,13,9,0.6923,0.4692
2025-10,75,48,9,4,0.4444,0.4872
2025-10,75,50,16,12,0.75,0.5056
2025-10,75,52,16,6,0.375,0.5272
2025-10,75,54,9,6,0.6667,0.5444
2025-10,75,56,15,8,0.5333,0.571
2025-10,75,58,5,3,0.6,0.588
2025-10,75,60,9,6,0.6667,0.6067
2025-10,75,62,12,9,0.75,0.63
2025-10,75,64,8,5,0.625,0.6487
2025-10,75,66,7,7,1.0,0.6636
2025-10,75,68,4,2,0.5,0.685
2025-10,75,70,1,1,1.0,0.7
2025-10,75,72,5,3,0.6,0.726
2025-10,75,74,5,3,0.6,0.747
2025-10,75,76,4,4,1.0,0.765
2025-10,75,78,1,0,0.0,0.78
2025-10,75,80,1,1,1.0,0.81
2025-10,75,82,1,1,1.0,0.83
2025-10,90,16,1,0,0.0,0.165
2025-10,90,20,2,0,0.0,0.2
2025-10,90,22,3,0,0.0,0.2317
2025-10,90,24,3,1,0.3333,0.2533
2025-10,90,26,7,4,0.5714,0.2693
2025-10,90,28,8,2,0.25,0.2894
2025-10,90,30,7,1,0.1429,0.3079
2025-10,90,32,10,2,0.2,0.3275
2025-10,90,34,6,4,0.6667,0.3483
2025-10,90,36,7,4,0.5714,0.3664
2025-10,90,38,14,5,0.3571,0.3871
2025-10,90,40,9,6,0.6667,0.4067
2025-10,90,42,14,3,0.2143,0.4282
2025-10,90,44,12,7,0.5833,0.4479
2025-10,90,46,13,7,0.5385,0.4677
2025-10,90,48,7,2,0.2857,0.49
2025-10,90,50,11,7,0.6364,0.51
2025-10,90,52,14,6,0.4286,0.5289
2025-10,90,54,14,10,0.7143,0.5471
2025-10,90,56,17,10,0.5882,0.5724
2025-10,90,58,5,2,0.4,0.587
2025-10,90,60,7,4,0.5714,0.6064
2025-10,90,62,11,7,0.6364,0.6286
2025-10,90,64,11,9,0.8182,0.6482
2025-10,90,66,6,6,1.0,0.6725
2025-10,90,68,8,5,0.625,0.6869
2025-10,90,70,1,1,1.0,0.705
2025-10,90,72,3,1,0.3333,0.7267
2025-10,90,74,5,3,0.6,0.749
2025-10,90,76,2,2,1.0,0.77
2025-10,90,78,1,1,1.0,0.78
2025-10,90,80,1,0,0.0,0.815
2025-10,90,84,3,3,1.0,0.8433
2025-10,105,16,1,0,0.0,0.16
2025-10,105,18,1,0,0.0,0.195
2025-10,105,20,4,1,0.25,0.21
2025-10,105,22,6,1,0.1667,0.2292
2025-10,105,24,3,1,0.3333,0.245
2025-10,105,26,6,3,0.5,0.27
2025-10,105,28,5,3,0.6,0.286
2025-10,105,30,7,2,0.2857,0.305
2025-10,105,32,11,3,0.2727,0.3286
2025-10,105,34,5,0,0.0,0.351
2025-10,105,36,10,3,0.3,0.3695
2025-10,105,38,11,8,0.7273,0.3864
2025-10,105,40,13,4,0.3077,0.4069
2025-10,105,42,16,6,0.375,0.4263
2025-10,105,44,9,4,0.4444,0.4483
2025-10,105,46,10,7,0.7,0.466
2025-10,105,48,11,6,0.5455,0.4891
2025-10,105,50,7,3,0.4286,0.5071
2025-10,105,52,9,4,0.4444,0.5261
2025-10,105,54,9,6,0.6667,0.5467
2025-10,105,56,18,14,0.7778,0.57
2025-10,105,58,10,6,0.6,0.59
2025-10,105,60,11,5,0.4545,0.6055
2025-10,105,62,4,2,0.5,0.6288
2025-10,105,64,9,7,0.7778,0.6478
2025-10,105,66,9,7,0.7778,0.6683
2025-10,105,68,7,4,0.5714,0.6843
2025-10,105,70,5,3,0.6,0.707
2025-10,105,72,7,6,0.8571,0.7293
2025-10,105,74,1,0,0.0,0.755
2025-10,105,76,1,1,1.0,0.775
2025-10,105,78,2,1,0.5,0.785
2025-10,105,80,1,1,1.0,0.81
2025-10,105,82,2,1,0.5,0.8225
2025-10,105,84,1,1,1.0,0.855
2025-10,105,86,1,1,1.0,0.86
2025-10,120,14,2,1,0.5,0.1525
2025-10,120,18,2,0,0.0,0.19
2025-10,120,20,3,1,0.3333,0.2133
2025-10,120,22,5,1,0.2,0.224
2025-10,120,24,4,2,0.5,0.2488
2025-10,120,26,6,1,0.1667,0.265
2025-10,120,28,5,2,0.4,0.289
2025-10,120,30,6,2,0.3333,0.3042
2025-10,120,32,11,3,0.2727,0.3273
2025-10,120,34,11,4,0.3636,0.3477
2025-10,120,36,7,2,0.2857,0.3686
2025-10,120,38,11,4,0.3636,0.3882
2025-10,120,40,7,2,0.2857,0.4086
2025-10,120,42,18,8,0.4444,0.4272
2025-10,120,44,11,6,0.5455,0.4505
2025-10,120,46,13,5,0.3846,0.4673
2025-10,120,48,7,5,0.7143,0.4879
2025-10,120,50,8,5,0.625,0.5106
2025-10,120,52,8,5,0.625,0.5244
2025-10,120,54,9,7,0.7778,0.5483
2025-10,120,56,17,11,0.6471,0.5703
2025-10,120,58,6,4,0.6667,0.5892
2025-10,120,60,9,4,0.4444,0.6039
2025-10,120,62,6,5,0.8333,0.63
2025-10,120,64,8,6,0.75,0.6481
2025-10,120,66,10,6,0.6,0.665
2025-10,120,68,7,5,0.7143,0.6864
2025-10,120,70,4,2,0.5,0.7075
2025-10,120,72,9,6,0.6667,0.7283
2025-10,120,74,2,2,1.0,0.745
2025-10,120,76,3,3,1.0,0.7633
2025-10,120,78,3,3,1.0,0.7817
2025-10,120,80,1,0,0.0,0.815
2025-10,120,82,1,0,0.0,0.82
2025-10,120,84,2,2,1.0,0.85
2025-10,120,88,1,0,0.0,0.885
2025-10,135,12,1,0,0.0,0.13
2025-10,135,14,1,0,0.0,0.14
2025-10,135,16,4,1,0.25,0.1713
2025-10,135,18,1,0,0.0,0.185
2025-10,135,20,4,1,0.25,0.2088
2025-10,135,22,6,3,0.5,0.2258
2025-10,135,24,5,1,0.2,0.25
2025-10,135,26,6,2,0.3333,0.2658
2025-10,135,28,6,2,0.3333,0.2933
2025-10,135,30,8,1,0.125,0.3112
2025-10,135,32,8,5,0.625,0.325
2025-10,135,34,11,4,0.3636,0.3514
2025-10,135,36,12,5,0.4167,0.3654
2025-10,135,38,10,2,0.2,0.3865
2025-10,135,40,11,4,0.3636,0.4055
2025-10,135,42,8,3,0.375,0.43
2025-10,135,44,10,6,0.6,0.448
2025-10,135,46,7,4,0.5714,0.4686
2025-10,135,48,11,7,0.6364,0.4886
2025-10,135,50,7,4,0.5714,0.5071
2025-10,135,52,10,6,0.6,0.5285
2025-10,135,54,10,8,0.8,0.549
2025-10,135,56,14,8,0.5714,0.5686
2025-10,135,58,4,2,0.5,0.5913
2025-10,135,60,9,4,0.4444,0.6056
2025-10,135,62,9,6,0.6667,0.63
2025-10,135,64,9,6,0.6667,0.6461
2025-10,135,66,6,5,0.8333,0.665
2025-10,135,68,9,7,0.7778,0.6872
2025-10,135,70,6,3,0.5,0.71
2025-10,135,72,3,3,1.0,0.7317
2025-10,135,74,4,2,0.5,0.7463
2025-10,135,76,2,2,1.0,0.775
2025-10,135,78,4,3,0.75,0.7875
2025-10,135,80,3,2,0.6667,0.805
2025-10,135,82,2,0,0.0,0.8325
2025-10,135,84,2,2,1.0,0.85
2025-10,135,86,1,1,1.0,0.865
2025-10,150,12,1,1,1.0,0.12
2025-10,150,14,3,0,0.0,0.1467
2025-10,150,16,1,1,1.0,0.16
2025-10,150,18,6,2,0.3333,0.1875
2025-10,150,20,4,2,0.5,0.2088
2025-10,150,22,6,0,0.0,0.2283
2025-10,150,24,5,2,0.4,0.251
2025-10,150,26,5,3,0.6,0.268
2025-10,150,28,7,2,0.2857,0.2871
2025-10,150,30,10,4,0.4,0.3125
2025-10,150,32,13,2,0.1538,0.3269
2025-10,150,34,8,1,0.125,0.3481
2025-10,150,36,7,3,0.4286,0.3671
2025-10,150,38,7,2,0.2857,0.3886
2025-10,150,40,8,4,0.5,0.4075
2025-10,150,42,5,2,0.4,0.425
2025-10,150,44,9,5,0.5556,0.4467
2025-10,150,46,9,5,0.5556,0.4706
2025-10,150,48,11,7,0.6364,0.4877
2025-10,150,50,10,8,0.8,0.5065
2025-10,150,52,10,7,0.7,0.5285
2025-10,150,54,12,7,0.5833,0.5463
2025-10,150,56,16,9,0.5625,0.5713
2025-10,150,58,8,4,0.5,0.5881
2025-10,150,60,7,3,0.4286,0.6093
2025-10,150,62,10,5,0.5,0.631
2025-10,150,64,4,4,1.0,0.6438
2025-10,150,66,6,4,0.6667,0.6658
2025-10,150,68,4,3,0.75,0.69
2025-10,150,70,8,7,0.875,0.7094
2025-10,150,72,4,1,0.25,0.7263
2025-10,150,74,3,2,0.6667,0.7467
2025-10,150,76,5,4,0.8,0.768
2025-10,150,78,3,2,0.6667,0.79
2025-10,150,80,2,1,0.5,0.8125
2025-10,150,82,3,2,0.6667,0.8267
2025-10,150,84,2,2,1.0,0.85
2025-10,150,86,2,2,1.0,0.865
2025-10,165,8,1,0,0.0,0.095
2025-10,165,10,1,1,1.0,0.115
2025-10,165,14,4,1,0.25,0.1463
2025-10,165,16,4,2,0.5,0.1688
2025-10,165,18,1,0,0.0,0.18
2025-10,165,20,6,2,0.3333,0.2083
2025-10,165,22,4,0,0.0,0.2275
2025-10,165,24,5,1,0.2,0.246
2025-10,165,26,3,1,0.3333,0.265
2025-10,165,28,12,2,0.1667,0.2883
2025-10,165,30,7,5,0.7143,0.305
2025-10,165,32,10,2,0.2,0.3255
2025-10,165,34,13,8,0.6154,0.3488
2025-10,165,36,7,1,0.1429,0.3686
2025-10,165,38,8,3,0.375,0.385
2025-10,165,40,10,2,0.2,0.4105
2025-10,165,42,5,3,0.6,0.43
2025-10,165,44,8,2,0.25,0.4513
2025-10,165,46,6,4,0.6667,0.4642
2025-10,165,48,7,5,0.7143,0.4893
2025-10,165,50,7,3,0.4286,0.5071
2025-10,165,52,8,5,0.625,0.5263
2025-10,165,54,15,11,0.7333,0.5493
2025-10,165,56,10,5,0.5,0.57
2025-10,165,58,7,4,0.5714,0.5893
2025-10,165,60,5,2,0.4,0.609
2025-10,165,62,17,11,0.6471,0.63
2025-10,165,64,9,6,0.6667,0.6467
2025-10,165,66,7,6,0.8571,0.6679
2025-10,165,68,5,5,1.0,0.688
2025-10,165,70,5,4,0.8,0.707
2025-10,165,72,7,4,0.5714,0.7236
2025-10,165,76,4,3,0.75,0.765
2025-10,165,78,2,1,0.5,0.7875
2025-10,165,80,5,3,0.6,0.806
2025-10,165,82,4,2,0.5,0.83
2025-10,165,84,4,4,1.0,0.8513
2025-10,165,88,1,1,1.0,0.89
2025-10,180,10,2,0,0.0,0.1075
2025-10,180,12,2,1,0.5,0.13
2025-10,180,14,3,2,0.6667,0.1483
2025-10,180,16,8,3,0.375,0.1694
2025-10,180,18,1,0,0.0,0.19
2025-10,180,20,2,1,0.5,0.2
2025-10,180,22,6,1,0.1667,0.23
2025-10,180,24,4,0,0.0,0.2475
2025-10,180,26,5,1,0.2,0.267
2025-10,180,28,12,3,0.25,0.2858
2025-10,180,30,11,4,0.3636,0.31
2025-10,180,32,5,3,0.6,0.331
2025-10,180,34,8,2,0.25,0.3475
2025-10,180,36,8,4,0.5,0.3712
2025-10,180,38,8,2,0.25,0.3869
2025-10,180,40,10,4,0.4,0.41
2025-10,180,42,6,3,0.5,0.425
2025-10,180,44,7,4,0.5714,0.4464
2025-10,180,46,8,2,0.25,0.4681
2025-10,180,48,8,5,0.625,0.4875
2025-10,180,50,9,6,0.6667,0.5083
2025-10,180,52,6,4,0.6667,0.5267
2025-10,180,54,6,2,0.3333,0.5467
2025-10,180,56,16,9,0.5625,0.5738
2025-10,180,58,3,3,1.0,0.5867
2025-10,180,60,12,7,0.5833,0.6075
2025-10,180,62,10,6,0.6,0.6265
2025-10,180,64,9,7,0.7778,0.6478
2025-10,180,66,8,5,0.625,0.6681
2025-10,180,68,8,7,0.875,0.6888
2025-10,180,70,7,7,1.0,0.7079
2025-10,180,72,4,3,0.75,0.7263
2025-10,180,74,1,0,0.0,0.74
2025-10,180,76,4,1,0.25,0.7637
2025-10,180,78,3,3,1.0,0.7883
2025-10,180,80,5,4,0.8,0.806
2025-10,180,82,2,1,0.5,0.8325
2025-10,180,84,3,2,0.6667,0.85
2025-10,180,86,3,2,0.6667,0.8667
2025-10,180,88,2,2,1.0,0.885
2025-10,195,12,1,0,0.0,0.125
2025-10,195,14,2,1,0.5,0.1425
2025-10,195,16,7,2,0.2857,0.1664
2025-10,195,18,5,2,0.4,0.183
2025-10,195,20,2,0,0.0,0.205
2025-10,195,22,4,1,0.25,0.2313
2025-10,195,24,9,1,0.1111,0.2472
2025-10,195,26,10,4,0.4,0.265
2025-10,195,28,15,4,0.2667,0.288
2025-10,195,30,5,0,0.0,0.305
2025-10,195,32,10,5,0.5,0.325
2025-10,195,34,7,4,0.5714,0.3464
2025-10,195,36,7,4,0.5714,0.37
2025-10,195,38,5,2,0.4,0.385
2025-10,195,40,6,1,0.1667,0.4058
2025-10,195,42,6,3,0.5,0.4258
2025-10,195,44,5,2,0.4,0.445
2025-10,195,46,4,3,0.75,0.4738
2025-10,195,48,9,5,0.5556,0.4861
2025-10,195,50,9,6,0.6667,0.5072
2025-10,195,52,10,6,0.6,0.526
2025-10,195,54,10,2,0.2,0.548
2025-10,195,56,5,5,1.0,0.571
2025-10,195,58,9,3,0.3333,0.5889
2025-10,195,60,9,7,0.7778,0.6111
2025-10,195,62,10,6,0.6,0.629
2025-10,195,64,11,6,0.5455,0.6468
2025-10,195,66,9,8,0.8889,0.67
2025-10,195,68,8,7,0.875,0.6906
2025-10,195,70,4,3,0.75,0.7112
2025-10,195,72,5,5,1.0,0.724
2025-10,195,74,5,2,0.4,0.745
2025-10,195,76,2,0,0.0,0.7625
2025-10,195,78,3,2,0.6667,0.7833
2025-10,195,80,3,2,0.6667,0.8017
2025-10,195,82,5,3,0.6,0.827
2025-10,195,84,4,4,1.0,0.8488
2025-10,195,86,1,1,1.0,0.86
2025-10,195,88,3,3,1.0,0.885
2025-10,195,94,1,1,1.0,0.945
2025-10,210,12,3,0,0.0,0.1267
2025-10,210,14,1,0,0.0,0.15
2025-10,210,16,3,1,0.3333,0.17
2025-10,210,18,7,3,0.4286,0.1857
2025-10,210,20,5,1,0.2,0.21
2025-10,210,22,9,3,0.3333,0.2261
2025-10,210,24,8,1,0.125,0.2463
2025-10,210,26,8,1,0.125,0.2663
2025-10,210,28,8,2,0.25,0.2875
2025-10,210,30,9,4,0.4444,0.3044
2025-10,210,32,9,6,0.6667,0.3267
2025-10,210,34,4,2,0.5,0.3438
2025-10,210,36,9,3,0.3333,0.3672
2025-10,210,38,8,3,0.375,0.3863
2025-10,210,40,6,2,0.3333,0.4033
2025-10,210,42,4,3,0.75,0.4238
2025-10,210,44,8,3,0.375,0.4506
2025-10,210,46,4,2,0.5,0.4688
2025-10,210,48,7,4,0.5714,0.4886
2025-10,210,50,8,5,0.625,0.5069
2025-10,210,52,7,2,0.2857,0.525
2025-10,210,54,4,2,0.5,0.5438
2025-10,210,56,11,6,0.5455,0.5677
2025-10,210,58,8,4,0.5,0.5919
2025-10,210,60,13,7,0.5385,0.6065
2025-10,210,62,5,3,0.6,0.627
2025-10,210,64,7,6,0.8571,0.6521
2025-10,210,66,13,9,0.6923,0.6654
2025-10,210,68,11,7,0.6364,0.6859
2025-10,210,70,5,5,1.0,0.711
2025-10,210,72,7,7,1.0,0.7271
2025-10,210,74,4,2,0.5,0.7463
2025-10,210,76,2,1,0.5,0.7625
2025-10,210,78,4,3,0.75,0.7913
2025-10,210,80,5,3,0.6,0.806
2025-10,210,82,1,1,1.0,0.82
2025-10,210,84,2,1,0.5,0.85
2025-10,210,86,2,2,1.0,0.875
2025-10,210,88,2,2,1.0,0.89
2025-10,210,90,2,2,1.0,0.9025
2025-10,210,94,2,2,1.0,0.9425
2025-10,225,8,1,0,0.0,0.095
2025-10,225,12,2,0,0.0,0.12
2025-10,225,14,3,0,0.0,0.15
2025-10,225,16,4,0,0.0,0.17
2025-10,225,18,6,3,0.5,0.1867
2025-10,225,20,6,2,0.3333,0.2067
2025-10,225,22,6,1,0.1667,0.2317
2025-10,225,24,13,4,0.3077,0.2465
2025-10,225,26,10,2,0.2,0.271
2025-10,225,28,6,2,0.3333,0.2883
2025-10,225,30,5,2,0.4,0.303
2025-10,225,32,12,7,0.5833,0.3279
2025-10,225,34,5,3,0.6,0.347
2025-10,225,36,10,5,0.5,0.366
2025-10,225,38,10,4,0.4,0.3845
2025-10,225,40,2,1,0.5,0.415
2025-10,225,42,3,1,0.3333,0.4233
2025-10,225,44,5,1,0.2,0.448
2025-10,225,46,5,4,0.8,0.471
2025-10,225,48,9,2,0.2222,0.485
2025-10,225,50,6,3,0.5,0.5042
2025-10,225,52,5,2,0.4,0.526
2025-10,225,54,2,1,0.5,0.555
2025-10,225,56,15,9,0.6,0.571
2025-10,225,58,10,6,0.6,0.59
2025-10,225,60,8,7,0.875,0.6119
2025-10,225,62,10,4,0.4,0.628
2025-10,225,64,9,4,0.4444,0.6461
2025-10,225,66,9,7,0.7778,0.6706
2025-10,225,68,2,2,1.0,0.6825
2025-10,225,70,3,3,1.0,0.7067
2025-10,225,72,6,4,0.6667,0.725
2025-10,225,74,11,9,0.8182,0.7468
2025-10,225,76,4,3,0.75,0.7688
2025-10,225,78,4,3,0.75,0.7813
2025-10,225,82,5,4,0.8,0.825
2025-10,225,84,4,3,0.75,0.8487
2025-10,225,86,1,1,1.0,0.87
2025-10,225,88,5,4,0.8,0.887
2025-10,225,92,2,2,1.0,0.925
2025-10,225,94,1,1,1.0,0.945
2025-10,240,6,1,1,1.0,0.065
2025-10,240,8,1,0,0.0,0.08
2025-10,240,10,1,0,0.0,0.105
2025-10,240,12,2,0,0.0,0.125
2025-10,240,14,5,0,0.0,0.147
2025-10,240,16,4,2,0.5,0.1675
2025-10,240,18,6,1,0.1667,0.1833
2025-10,240,20,3,0,0.0,0.2117
2025-10,240,22,10,2,0.2,0.2275
2025-10,240,24,9,4,0.4444,0.2433
2025-10,240,26,10,3,0.3,0.267
2025-10,240,28,7,4,0.5714,0.2879
2025-10,240,30,9,2,0.2222,0.3078
2025-10,240,32,5,3,0.6,0.331
2025-10,240,34,6,3,0.5,0.3475
2025-10,240,36,9,4,0.4444,0.3678
2025-10,240,38,6,3,0.5,0.3867
2025-10,240,40,7,2,0.2857,0.4093
2025-10,240,42,2,0,0.0,0.42
2025-10,240,44,3,1,0.3333,0.445
2025-10,240,46,7,3,0.4286,0.4686
2025-10,240,48,8,4,0.5,0.4894
2025-10,240,50,8,3,0.375,0.5075
2025-10,240,52,7,5,0.7143,0.5271
2025-10,240,54,8,6,0.75,0.5463
2025-10,240,56,9,5,0.5556,0.5711
2025-10,240,58,5,2,0.4,0.592
2025-10,240,60,9,7,0.7778,0.6106
2025-10,240,62,9,4,0.4444,0.6256
2025-10,240,64,10,5,0.5,0.648
2025-10,240,66,9,6,0.6667,0.665
2025-10,240,68,5,5,1.0,0.689
2025-10,240,70,7,6,0.8571,0.7057
2025-10,240,72,2,1,0.5,0.72
2025-10,240,74,6,6,1.0,0.7458
2025-10,240,76,4,3,0.75,0.7725
2025-10,240,78,5,2,0.4,0.782
2025-10,240,80,2,1,0.5,0.8025
2025-10,240,82,4,4,1.0,0.8275
2025-10,240,84,3,3,1.0,0.8517
2025-10,240,86,6,4,0.6667,0.8725
2025-10,240,88,2,2,1.0,0.885
2025-10,240,90,2,2,1.0,0.9075
2025-10,240,92,2,2,1.0,0.9325
2025-10,255,6,1,0,0.0,0.075
2025-10,255,8,2,0,0.0,0.09
2025-10,255,12,3,1,0.3333,0.13
2025-10,255,14,6,1,0.1667,0.1458
2025-10,255,16,5,2,0.4,0.17
2025-10,255,18,4,0,0.0,0.1825
2025-10,255,20,10,0,0.0,0.208
2025-10,255,22,8,3,0.375,0.225
2025-10,255,24,8,4,0.5,0.2481
2025-10,255,26,5,0,0.0,0.265
2025-10,255,28,5,3,0.6,0.285
2025-10,255,30,8,5,0.625,0.3069
2025-10,255,32,9,3,0.3333,0.3278
2025-10,255,34,6,4,0.6667,0.3475
2025-10,255,36,7,4,0.5714,0.3693
2025-10,255,38,11,3,0.2727,0.3895
2025-10,255,40,5,2,0.4,0.408
2025-10,255,42,9,3,0.3333,0.4244
2025-10,255,44,5,3,0.6,0.446
2025-10,255,46,2,0,0.0,0.4725
2025-10,255,48,6,2,0.3333,0.4883
2025-10,255,50,3,2,0.6667,0.51
2025-10,255,52,10,2,0.2,0.5285
2025-10,255,54,8,7,0.875,0.5456
2025-10,255,56,7,5,0.7143,0.5664
2025-10,255,58,6,4,0.6667,0.5917
2025-10,255,60,7,5,0.7143,0.6071
2025-10,255,62,9,6,0.6667,0.6267
2025-10,255,64,6,3,0.5,0.6467
2025-10,255,66,8,5,0.625,0.6681
2025-10,255,68,7,5,0.7143,0.6829
2025-10,255,70,5,5,1.0,0.706
2025-10,255,72,4,4,1.0,0.7275
2025-10,255,74,4,3,0.75,0.7463
2025-10,255,76,6,3,0.5,0.7658
2025-10,255,78,4,4,1.0,0.7837
2025-10,255,80,5,2,0.4,0.812
2025-10,255,82,4,3,0.75,0.8288
2025-10,255,84,3,2,0.6667,0.8467
2025-10,255,86,7,6,0.8571,0.8686
2025-10,255,88,3,3,1.0,0.8867
2025-10,255,90,2,2,1.0,0.9025
2025-10,255,92,1,1,1.0,0.92
2025-10,255,94,1,1,1.0,0.95
2025-10,270,6,2,0,0.0,0.0725
2025-10,270,10,4,1,0.25,0.105
2025-10,270,12,4,0,0.0,0.1225
2025-10,270,14,3,0,0.0,0.145
2025-10,270,16,7,2,0.2857,0.17
2025-10,270,18,7,1,0.1429,0.1843
2025-10,270,20,4,0,0.0,0.2075
2025-10,270,22,7,3,0.4286,0.225
2025-10,270,24,7,2,0.2857,0.2471
2025-10,270,26,8,2,0.25,0.2663
2025-10,270,28,6,2,0.3333,0.2858
2025-10,270,30,8,3,0.375,0.3087
2025-10,270,32,6,5,0.8333,0.325
2025-10,270,34,7,3,0.4286,0.3443
2025-10,270,36,12,6,0.5,0.3654
2025-10,270,38,8,3,0.375,0.3919
2025-10,270,40,6,0,0.0,0.4117
2025-10,270,42,5,3,0.6,0.423
2025-10,270,44,7,3,0.4286,0.4486
2025-10,270,46,4,1,0.25,0.47
2025-10,270,48,4,1,0.25,0.4913
2025-10,270,50,4,2,0.5,0.5075
