month,t_sec,band_c,n,n_up_wins,p_up,med_spread
2026-04,899,98,49,49,1.0,0.01
2026-05,780,0,123,1,0.0081,0.001
2026-05,780,2,56,2,0.0357,0.01
2026-05,780,4,27,0,0.0,0.01
2026-05,780,6,15,0,0.0,0.01
2026-05,780,8,13,0,0.0,0.01
2026-05,780,10,21,1,0.0476,0.01
2026-05,780,12,16,3,0.1875,0.01
2026-05,780,14,15,0,0.0,0.01
2026-05,780,16,10,1,0.1,0.01
2026-05,780,18,13,3,0.2308,0.01
2026-05,780,20,13,1,0.0769,0.01
2026-05,780,22,7,2,0.2857,0.01
2026-05,780,24,6,2,0.3333,0.01
2026-05,780,26,5,0,0.0,0.01
2026-05,780,28,4,2,0.5,0.01
2026-05,780,30,8,1,0.125,0.01
2026-05,780,32,7,2,0.2857,0.01
2026-05,780,34,8,3,0.375,0.01
2026-05,780,36,7,4,0.5714,0.01
2026-05,780,38,6,2,0.3333,0.01
2026-05,780,40,10,4,0.4,0.01
2026-05,780,42,9,3,0.3333,0.01
2026-05,780,44,7,3,0.4286,0.01
2026-05,780,46,6,2,0.3333,0.01
2026-05,780,48,3,3,1.0,0.01
2026-05,780,50,7,4,0.5714,0.01
2026-05,780,52,5,3,0.6,0.01
2026-05,780,54,7,3,0.4286,0.01
2026-05,780,56,6,3,0.5,0.01
2026-05,780,58,6,1,0.1667,0.01
2026-05,780,60,2,0,0.0,0.01
2026-05,780,62,4,3,0.75,0.01
2026-05,780,64,5,3,0.6,0.01
2026-05,780,66,5,3,0.6,0.01
2026-05,780,68,12,6,0.5,0.01
2026-05,780,70,8,4,0.5,0.01
2026-05,780,72,10,4,0.4,0.01
2026-05,780,74,3,2,0.6667,0.01
2026-05,780,76,7,4,0.5714,0.01
2026-05,780,78,8,5,0.625,0.01
2026-05,780,80,7,6,0.8571,0.01
2026-05,780,82,11,10,0.9091,0.01
2026-05,780,84,6,5,0.8333,0.01
2026-05,780,86,15,11,0.7333,0.01
2026-05,780,88,12,10,0.8333,0.01
2026-05,780,90,27,26,0.963,0.01
2026-05,780,92,18,17,0.9444,0.01
2026-05,780,94,29,27,0.931,0.01
2026-05,780,96,69,66,0.9565,0.01
2026-05,780,98,127,126,0.9921,0.001
2026-05,840,0,119,1,0.0084,0.001
2026-05,840,2,40,0,0.0,0.01
2026-05,840,4,34,1,0.0294,0.01
2026-05,840,6,19,4,0.2105,0.01
2026-05,840,8,17,1,0.0588,0.01
2026-05,840,10,13,2,0.1538,0.01
2026-05,840,12,14,2,0.1429,0.01
2026-05,840,14,7,2,0.2857,0.01
2026-05,840,16,6,0,0.0,0.01
2026-05,840,18,1,0,0.0,0.01
2026-05,840,20,9,1,0.1111,0.01
2026-05,840,22,6,0,0.0,0.01
2026-05,840,24,3,1,0.3333,0.01
2026-05,840,26,5,2,0.4,0.01
2026-05,840,28,8,3,0.375,0.01
2026-05,840,30,4,1,0.25,0.01
2026-05,840,32,9,1,0.1111,0.01
2026-05,840,36,6,2,0.3333,0.01
2026-05,840,38,3,0,0.0,0.012
2026-05,840,40,4,3,0.75,0.01
2026-05,840,42,6,1,0.1667,0.01
2026-05,840,44,5,2,0.4,0.01
2026-05,840,46,3,0,0.0,0.01
2026-05,840,48,5,2,0.4,0.01
2026-05,840,50,6,3,0.5,0.01
2026-05,840,52,1,0,0.0,0.01
2026-05,840,54,5,3,0.6,0.01
2026-05,840,56,2,1,0.5,0.01
2026-05,840,58,2,2,1.0,0.01
2026-05,840,60,5,1,0.2,0.01
2026-05,840,62,3,1,0.3333,0.01
2026-05,840,64,7,5,0.7143,0.01
2026-05,840,66,5,5,1.0,0.01
2026-05,840,68,3,1,0.3333,0.01
2026-05,840,70,3,2,0.6667,0.01
2026-05,840,72,3,3,1.0,0.01
2026-05,840,74,4,3,0.75,0.01
2026-05,840,76,4,1,0.25,0.01
2026-05,840,78,5,5,1.0,0.01
2026-05,840,80,4,4,1.0,0.01
2026-05,840,82,5,1,0.2,0.01
2026-05,840,84,7,6,0.8571,0.01
2026-05,840,86,5,4,0.8,0.01
2026-05,840,88,11,9,0.8182,0.01
2026-05,840,90,9,6,0.6667,0.01
2026-05,840,92,11,10,0.9091,0.01
2026-05,840,94,27,25,0.9259,0.01
2026-05,840,96,54,50,0.9259,0.01
2026-05,840,98,134,132,0.9851,0.002
2026-05,870,0,125,2,0.016,0.002
2026-05,870,2,38,1,0.0263,0.01
2026-05,870,4,27,1,0.037,0.01
2026-05,870,6,8,1,0.125,0.01
2026-05,870,8,10,0,0.0,0.01
2026-05,870,10,10,0,0.0,0.01
2026-05,870,12,6,0,0.0,0.01
2026-05,870,14,5,1,0.2,0.01
2026-05,870,16,7,0,0.0,0.01
2026-05,870,18,6,2,0.3333,0.01
2026-05,870,20,4,0,0.0,0.01
2026-05,870,22,6,2,0.3333,0.01
2026-05,870,24,5,0,0.0,0.01
2026-05,870,26,7,2,0.2857,0.01
2026-05,870,28,5,0,0.0,0.01
2026-05,870,30,2,0,0.0,0.01
2026-05,870,32,5,2,0.4,0.01
2026-05,870,34,6,1,0.1667,0.01
2026-05,870,36,5,3,0.6,0.01
2026-05,870,38,4,0,0.0,0.01
2026-05,870,40,2,0,0.0,0.01
2026-05,870,42,3,2,0.6667,0.01
2026-05,870,44,4,1,0.25,0.01
2026-05,870,46,3,0,0.0,0.01
2026-05,870,48,2,1,0.5,0.01
2026-05,870,50,4,3,0.75,0.01
2026-05,870,54,3,2,0.6667,0.01
2026-05,870,56,4,2,0.5,0.02
2026-05,870,58,1,1,1.0,0.01
2026-05,870,60,3,2,0.6667,0.01
2026-05,870,62,3,2,0.6667,0.04
2026-05,870,64,1,1,1.0,0.01
2026-05,870,66,3,2,0.6667,0.01
2026-05,870,68,1,0,0.0,0.01
2026-05,870,70,3,2,0.6667,0.01
2026-05,870,72,2,2,1.0,0.01
2026-05,870,74,3,2,0.6667,0.01
2026-05,870,76,4,2,0.5,0.01
2026-05,870,78,4,4,1.0,0.01
2026-05,870,80,5,3,0.6,0.01
2026-05,870,82,3,3,1.0,0.01
2026-05,870,84,2,2,1.0,0.01
2026-05,870,86,5,4,0.8,0.01
2026-05,870,88,11,9,0.8182,0.01
2026-05,870,90,7,6,0.8571,0.01
2026-05,870,92,9,7,0.7778,0.01
2026-05,870,94,6,5,0.8333,0.01
2026-05,870,96,40,39,0.975,0.01
2026-05,870,98,111,111,1.0,0.002
2026-05,885,0,102,2,0.0196,0.008
2026-05,885,2,44,0,0.0,0.01
2026-05,885,4,20,0,0.0,0.01
2026-05,885,6,8,0,0.0,0.01
2026-05,885,8,4,0,0.0,0.01
2026-05,885,10,4,0,0.0,0.01
2026-05,885,12,10,1,0.1,0.01
2026-05,885,14,5,0,0.0,0.01
2026-05,885,16,2,0,0.0,0.01
2026-05,885,18,6,0,0.0,0.01
2026-05,885,20,5,1,0.2,0.01
2026-05,885,22,6,3,0.5,0.01
2026-05,885,24,2,0,0.0,0.045
2026-05,885,26,7,3,0.4286,0.01
2026-05,885,28,2,1,0.5,0.01
2026-05,885,30,3,1,0.3333,0.01
2026-05,885,34,3,1,0.3333,0.05
2026-05,885,38,2,1,0.5,0.015
2026-05,885,40,3,0,0.0,0.01
2026-05,885,42,1,0,0.0,0.01
2026-05,885,44,5,1,0.2,0.01
2026-05,885,46,2,1,0.5,0.01
2026-05,885,48,2,0,0.0,0.09
2026-05,885,50,3,1,0.3333,0.01
2026-05,885,52,1,1,1.0,0.01
2026-05,885,54,1,1,1.0,0.01
2026-05,885,56,1,0,0.0,0.15
2026-05,885,58,2,0,0.0,0.035
2026-05,885,64,4,2,0.5,0.055
2026-05,885,66,4,2,0.5,0.01
2026-05,885,68,1,1,1.0,0.001
2026-05,885,70,4,1,0.25,0.01
2026-05,885,72,3,2,0.6667,0.09
2026-05,885,74,4,4,1.0,0.03
2026-05,885,76,2,2,1.0,0.03
2026-05,885,78,2,2,1.0,0.015
2026-05,885,80,2,2,1.0,0.1
2026-05,885,82,6,6,1.0,0.01
2026-05,885,84,4,3,0.75,0.01
2026-05,885,86,7,6,0.8571,0.01
2026-05,885,88,3,3,1.0,0.01
2026-05,885,90,6,6,1.0,0.01
2026-05,885,92,6,6,1.0,0.01
2026-05,885,94,13,12,0.9231,0.01
2026-05,885,96,26,26,1.0,0.01
2026-05,885,98,75,74,0.9867,0.005
2026-05,897,0,46,0,0.0,0.01
2026-05,897,2,14,0,0.0,0.01
2026-05,897,4,5,0,0.0,0.01
2026-05,897,6,9,1,0.1111,0.02
2026-05,897,8,3,0,0.0,0.02
2026-05,897,10,3,0,0.0,0.02
2026-05,897,12,3,1,0.3333,0.01
2026-05,897,14,4,0,0.0,0.17
2026-05,897,16,2,0,0.0,0.03
2026-05,897,18,3,0,0.0,0.01
2026-05,897,20,6,2,0.3333,0.18
2026-05,897,22,3,2,0.6667,0.14
2026-05,897,24,2,0,0.0,0.15
2026-05,897,26,4,1,0.25,0.225
2026-05,897,28,2,2,1.0,0.22
2026-05,897,30,1,1,1.0,0.59
2026-05,897,32,2,0,0.0,0.135
2026-05,897,38,3,0,0.0,0.24
2026-05,897,40,4,2,0.5,0.2
2026-05,897,42,5,1,0.2,0.06
2026-05,897,44,5,1,0.2,0.01
2026-05,897,46,6,2,0.3333,0.06
2026-05,897,48,9,5,0.5556,0.03
2026-05,897,50,6,1,0.1667,0.015
2026-05,897,52,1,0,0.0,0.87
2026-05,897,54,5,3,0.6,0.1
2026-05,897,58,3,2,0.6667,0.1
2026-05,897,60,4,2,0.5,0.605
2026-05,897,62,1,1,1.0,0.16
2026-05,897,64,4,3,0.75,0.34
2026-05,897,66,1,0,0.0,0.039
2026-05,897,68,1,0,0.0,0.09
2026-05,897,70,5,4,0.8,0.17
2026-05,897,72,5,2,0.4,0.34
2026-05,897,74,3,2,0.6667,0.01
2026-05,897,76,5,2,0.4,0.22
2026-05,897,78,3,1,0.3333,0.18
2026-05,897,80,4,4,1.0,0.16
2026-05,897,84,2,1,0.5,0.075
2026-05,897,86,3,2,0.6667,0.02
2026-05,897,88,4,4,1.0,0.055
2026-05,897,92,4,3,0.75,0.06
2026-05,897,94,3,3,1.0,0.01
2026-05,897,96,17,17,1.0,0.01
2026-05,897,98,41,41,1.0,0.006
2026-05,899,0,18,0,0.0,0.01
2026-05,899,2,5,0,0.0,0.02
2026-05,899,4,5,0,0.0,0.02
2026-05,899,6,2,1,0.5,0.03
2026-05,899,8,2,0,0.0,0.0305
2026-05,899,10,1,0,0.0,0.01
2026-05,899,12,2,1,0.5,0.125
2026-05,899,14,3,0,0.0,0.08
2026-05,899,16,1,0,0.0,0.03
2026-05,899,18,2,0,0.0,0.2795
2026-05,899,20,2,1,0.5,0.01
2026-05,899,22,1,0,0.0,0.16
2026-05,899,24,4,0,0.0,0.015
2026-05,899,26,2,0,0.0,0.29
2026-05,899,28,4,2,0.5,0.05
2026-05,899,30,1,0,0.0,0.3
2026-05,899,32,1,1,1.0,0.05
2026-05,899,34,3,0,0.0,0.08
2026-05,899,38,1,0,0.0,0.17
2026-05,899,40,1,0,0.0,0.01
2026-05,899,42,2,0,0.0,0.05
2026-05,899,44,2,0,0.0,0.01
2026-05,899,48,9,8,0.8889,0.01
2026-05,899,50,6,1,0.1667,0.01
2026-05,899,54,2,0,0.0,0.045
2026-05,899,56,3,1,0.3333,0.15
2026-05,899,60,4,3,0.75,0.459
2026-05,899,62,2,2,1.0,0.28
2026-05,899,64,1,1,1.0,0.69
2026-05,899,68,1,1,1.0,0.11
2026-05,899,70,2,1,0.5,0.295
2026-05,899,74,4,4,1.0,0.01
2026-05,899,76,1,1,1.0,0.24
2026-05,899,78,2,2,1.0,0.215
2026-05,899,80,3,1,0.3333,0.11
2026-05,899,82,3,3,1.0,0.06
2026-05,899,84,2,1,0.5,0.13
2026-05,899,86,2,2,1.0,0.165
2026-05,899,88,1,1,1.0,0.01
2026-05,899,90,3,3,1.0,0.04
2026-05,899,92,5,4,0.8,0.11
2026-05,899,94,2,2,1.0,0.035
2026-05,899,96,4,4,1.0,0.01
2026-05,899,98,13,13,1.0,0.01
ALL,780,0,1540,7,0.0045,0.007
ALL,780,2,903,19,0.021,0.01
ALL,780,4,493,18,0.0365,0.01
ALL,780,6,388,16,0.0412,0.01
ALL,780,8,294,27,0.0918,0.01
ALL,780,10,268,29,0.1082,0.01
ALL,780,12,220,22,0.1,0.01
ALL,780,14,206,24,0.1165,0.01
ALL,780,16,192,28,0.1458,0.01
ALL,780,18,183,32,0.1749,0.01
ALL,780,20,151,34,0.2252,0.01
ALL,780,22,138,31,0.2246,0.01
ALL,780,24,127,35,0.2756,0.01
ALL,780,26,141,35,0.2482,0.01
ALL,780,28,124,30,0.2419,0.01
ALL,780,30,119,39,0.3277,0.01
ALL,780,32,135,46,0.3407,0.01
ALL,780,34,128,36,0.2813,0.01
ALL,780,36,104,41,0.3942,0.01
ALL,780,38,117,35,0.2991,0.01
ALL,780,40,112,39,0.3482,0.01
ALL,780,42,115,42,0.3652,0.01
ALL,780,44,110,44,0.4,0.01
ALL,780,46,123,51,0.4146,0.01
ALL,780,48,220,102,0.4636,0.01
ALL,780,50,354,181,0.5113,0.01
ALL,780,52,134,71,0.5299,0.01
ALL,780,54,105,64,0.6095,0.01
ALL,780,56,114,66,0.5789,0.01
ALL,780,58,95,60,0.6316,0.01
ALL,780,60,104,56,0.5385,0.01
ALL,780,62,131,73,0.5573,0.01
ALL,780,64,115,80,0.6957,0.01
ALL,780,66,110,69,0.6273,0.01
ALL,780,68,124,87,0.7016,0.01
ALL,780,70,136,100,0.7353,0.01
ALL,780,72,132,92,0.697,0.01
ALL,780,74,141,112,0.7943,0.01
ALL,780,76,170,126,0.7412,0.01
ALL,780,78,134,107,0.7985,0.01
ALL,780,80,174,146,0.8391,0.01
ALL,780,82,192,163,0.849,0.01
ALL,780,84,198,167,0.8434,0.01
ALL,780,86,200,177,0.885,0.01
ALL,780,88,254,227,0.8937,0.01
ALL,780,90,309,285,0.9223,0.01
ALL,780,92,348,324,0.931,0.01
ALL,780,94,513,493,0.961,0.01
ALL,780,96,915,886,0.9683,0.01
ALL,780,98,1645,1639,0.9964,0.009
ALL,840,0,1517,9,0.0059,0.007
ALL,840,2,780,17,0.0218,0.01
ALL,840,4,357,11,0.0308,0.01
ALL,840,6,295,15,0.0508,0.01
ALL,840,8,224,19,0.0848,0.01
ALL,840,10,190,18,0.0947,0.01
ALL,840,12,137,17,0.1241,0.01
ALL,840,14,129,23,0.1783,0.01
ALL,840,16,155,19,0.1226,0.01
ALL,840,18,111,19,0.1712,0.01
ALL,840,20,114,23,0.2018,0.01
ALL,840,22,95,18,0.1895,0.01
ALL,840,24,110,27,0.2455,0.01
ALL,840,26,93,29,0.3118,0.01
ALL,840,28,99,37,0.3737,0.01
ALL,840,30,78,25,0.3205,0.01
ALL,840,32,97,21,0.2165,0.01
ALL,840,34,77,23,0.2987,0.01
ALL,840,36,68,23,0.3382,0.01
ALL,840,38,57,14,0.2456,0.01
ALL,840,40,80,29,0.3625,0.01
ALL,840,42,92,36,0.3913,0.01
ALL,840,44,80,37,0.4625,0.01
ALL,840,46,72,33,0.4583,0.01
ALL,840,48,180,82,0.4556,0.01
ALL,840,50,305,153,0.5016,0.01
ALL,840,52,80,36,0.45,0.01
ALL,840,54,85,48,0.5647,0.01
ALL,840,56,60,32,0.5333,0.01
ALL,840,58,63,34,0.5397,0.01
ALL,840,60,66,35,0.5303,0.01
ALL,840,62,79,42,0.5316,0.02
ALL,840,64,85,55,0.6471,0.01
ALL,840,66,81,60,0.7407,0.01
ALL,840,68,80,55,0.6875,0.01
ALL,840,70,79,58,0.7342,0.01
ALL,840,72,97,73,0.7526,0.01
ALL,840,74,102,70,0.6863,0.01
ALL,840,76,105,81,0.7714,0.01
ALL,840,78,106,91,0.8585,0.01
ALL,840,80,102,85,0.8333,0.01
ALL,840,82,130,102,0.7846,0.01
ALL,840,84,124,105,0.8468,0.01
ALL,840,86,152,139,0.9145,0.01
ALL,840,88,159,147,0.9245,0.01
ALL,840,90,194,179,0.9227,0.01
ALL,840,92,287,277,0.9652,0.01
ALL,840,94,390,370,0.9487,0.01
ALL,840,96,794,767,0.966,0.01
ALL,840,98,1489,1478,0.9926,0.007
ALL,870,0,1255,7,0.0056,0.008
ALL,870,2,568,12,0.0211,0.01
ALL,870,4,305,12,0.0393,0.01
ALL,870,6,185,17,0.0919,0.01
ALL,870,8,165,11,0.0667,0.01
ALL,870,10,141,10,0.0709,0.01
ALL,870,12,104,13,0.125,0.01
ALL,870,14,85,9,0.1059,0.01
ALL,870,16,101,21,0.2079,0.01
ALL,870,18,105,21,0.2,0.01
ALL,870,20,78,13,0.1667,0.01
ALL,870,22,75,12,0.16,0.02
ALL,870,24,77,15,0.1948,0.01
ALL,870,26,71,13,0.1831,0.01
ALL,870,28,66,22,0.3333,0.01
ALL,870,30,59,12,0.2034,0.01
ALL,870,32,65,17,0.2615,0.01
ALL,870,34,67,20,0.2985,0.01
ALL,870,36,63,22,0.3492,0.01
ALL,870,38,53,11,0.2075,0.01
ALL,870,40,50,15,0.3,0.01
ALL,870,42,62,22,0.3548,0.01
ALL,870,44,52,17,0.3269,0.01
ALL,870,46,51,25,0.4902,0.01
ALL,870,48,166,84,0.506,0.01
ALL,870,50,295,152,0.5153,0.01
ALL,870,52,60,30,0.5,0.02
ALL,870,54,66,34,0.5152,0.01
ALL,870,56,50,25,0.5,0.02
ALL,870,58,38,29,0.7632,0.01
ALL,870,60,45,26,0.5778,0.01
ALL,870,62,52,35,0.6731,0.015
ALL,870,64,62,43,0.6935,0.0195
ALL,870,66,53,38,0.717,0.01
ALL,870,68,55,40,0.7273,0.01
ALL,870,70,51,36,0.7059,0.01
ALL,870,72,62,49,0.7903,0.01
ALL,870,74,68,59,0.8676,0.01
ALL,870,76,63,47,0.746,0.01
ALL,870,78,64,48,0.75,0.01
ALL,870,80,92,84,0.913,0.01
ALL,870,82,97,83,0.8557,0.01
ALL,870,84,82,67,0.8171,0.01
ALL,870,86,89,80,0.8989,0.01
ALL,870,88,146,132,0.9041,0.01
ALL,870,90,148,136,0.9189,0.01
ALL,870,92,187,177,0.9465,0.01
ALL,870,94,278,260,0.9353,0.01
ALL,870,96,557,536,0.9623,0.01
ALL,870,98,1271,1260,0.9913,0.009
ALL,885,0,990,4,0.004,0.009
ALL,885,2,493,12,0.0243,0.01
ALL,885,4,205,8,0.039,0.01
ALL,885,6,150,7,0.0467,0.01
ALL,885,8,117,11,0.094,0.01
ALL,885,10,118,7,0.0593,0.02
ALL,885,12,92,11,0.1196,0.01
ALL,885,14,77,13,0.1688,0.01
ALL,885,16,84,10,0.119,0.01
ALL,885,18,69,12,0.1739,0.01
ALL,885,20,62,5,0.0806,0.01
ALL,885,22,43,8,0.186,0.01
ALL,885,24,50,6,0.12,0.02
ALL,885,26,61,14,0.2295,0.02
ALL,885,28,50,14,0.28,0.02
ALL,885,30,39,14,0.359,0.01
ALL,885,32,41,11,0.2683,0.02
ALL,885,34,43,13,0.3023,0.02
ALL,885,36,47,22,0.4681,0.01
ALL,885,38,39,17,0.4359,0.03
ALL,885,40,44,14,0.3182,0.02
ALL,885,42,40,12,0.3,0.02
ALL,885,44,48,14,0.2917,0.02
ALL,885,46,49,21,0.4286,0.01
ALL,885,48,151,70,0.4636,0.01
ALL,885,50,279,139,0.4982,0.01
ALL,885,52,43,24,0.5581,0.01
ALL,885,54,53,28,0.5283,0.01
ALL,885,56,47,36,0.766,0.02
ALL,885,58,24,11,0.4583,0.03
ALL,885,60,42,27,0.6429,0.01
ALL,885,62,46,28,0.6087,0.035
ALL,885,64,51,31,0.6078,0.01
ALL,885,66,44,35,0.7955,0.01
ALL,885,68,43,27,0.6279,0.01
ALL,885,70,51,33,0.6471,0.01
ALL,885,72,43,29,0.6744,0.02
ALL,885,74,53,45,0.8491,0.02
ALL,885,76,54,44,0.8148,0.01
ALL,885,78,48,42,0.875,0.02
ALL,885,80,58,54,0.931,0.01
ALL,885,82,56,48,0.8571,0.01
ALL,885,84,67,56,0.8358,0.019
ALL,885,86,90,81,0.9,0.02
ALL,885,88,107,96,0.8972,0.02
ALL,885,90,102,95,0.9314,0.02
ALL,885,92,123,116,0.9431,0.01
ALL,885,94,228,220,0.9649,0.01
ALL,885,96,470,455,0.9681,0.01
ALL,885,98,927,918,0.9903,0.009
ALL,897,0,512,2,0.0039,0.01
ALL,897,2,294,3,0.0102,0.01
ALL,897,4,131,2,0.0153,0.02
ALL,897,6,95,7,0.0737,0.02
ALL,897,8,64,1,0.0156,0.02
ALL,897,10,66,1,0.0152,0.02
ALL,897,12,52,1,0.0192,0.02
ALL,897,14,51,4,0.0784,0.03
ALL,897,16,54,3,0.0556,0.02
ALL,897,18,38,2,0.0526,0.02
ALL,897,20,27,8,0.2963,0.05
ALL,897,22,37,7,0.1892,0.04
ALL,897,24,37,6,0.1622,0.02
ALL,897,26,41,13,0.3171,0.04
ALL,897,28,28,10,0.3571,0.025
ALL,897,30,29,6,0.2069,0.07
ALL,897,32,32,9,0.2813,0.045
ALL,897,34,25,9,0.36,0.02
ALL,897,36,20,12,0.6,0.055
ALL,897,38,19,6,0.3158,0.09
ALL,897,40,26,14,0.5385,0.02
ALL,897,42,30,15,0.5,0.05
ALL,897,44,31,8,0.2581,0.02
ALL,897,46,36,14,0.3889,0.01
ALL,897,48,153,74,0.4837,0.01
ALL,897,50,275,130,0.4727,0.01
ALL,897,52,28,12,0.4286,0.035
ALL,897,54,34,20,0.5882,0.02
ALL,897,56,33,24,0.7273,0.05
ALL,897,58,24,11,0.4583,0.05
ALL,897,60,32,19,0.5938,0.055
ALL,897,62,28,16,0.5714,0.03
ALL,897,64,43,30,0.6977,0.05
ALL,897,66,23,16,0.6957,0.01
ALL,897,68,25,17,0.68,0.02
ALL,897,70,33,25,0.7576,0.07
ALL,897,72,32,25,0.7813,0.05
ALL,897,74,41,36,0.878,0.03
ALL,897,76,35,22,0.6286,0.04
ALL,897,78,41,30,0.7317,0.05
ALL,897,80,40,31,0.775,0.04
ALL,897,82,36,36,1.0,0.03
ALL,897,84,44,34,0.7727,0.025
ALL,897,86,47,41,0.8723,0.04
ALL,897,88,64,62,0.9688,0.02
ALL,897,90,52,51,0.9808,0.04
ALL,897,92,76,73,0.9605,0.04
ALL,897,94,110,109,0.9909,0.02
ALL,897,96,296,292,0.9865,0.01
ALL,897,98,532,531,0.9981,0.01
ALL,899,0,292,0,0.0,0.01
ALL,899,2,175,4,0.0229,0.01
ALL,899,4,90,2,0.0222,0.02
ALL,899,6,66,1,0.0152,0.03
ALL,899,8,56,4,0.0714,0.0255
ALL,899,10,49,3,0.0612,0.01
ALL,899,12,39,2,0.0513,0.05
ALL,899,14,34,1,0.0294,0.03
ALL,899,16,41,2,0.0488,0.05
ALL,899,18,35,4,0.1143,0.04
ALL,899,20,21,5,0.2381,0.2
ALL,899,22,17,3,0.1765,0.05
ALL,899,24,25,4,0.16,0.01
ALL,899,26,30,6,0.2,0.095
ALL,899,28,23,10,0.4348,0.01
ALL,899,30,28,9,0.3214,0.08
ALL,899,32,17,6,0.3529,0.01
ALL,899,34,24,7,0.2917,0.05
ALL,899,36,13,6,0.4615,0.06
ALL,899,38,24,8,0.3333,0.1
ALL,899,40,20,10,0.5,0.02
ALL,899,42,21,6,0.2857,0.04
ALL,899,44,22,8,0.3636,0.03
ALL,899,46,28,8,0.2857,0.035
ALL,899,48,151,77,0.5099,0.01
ALL,899,50,270,132,0.4889,0.01
ALL,899,52,20,11,0.55,0.035
ALL,899,54,27,13,0.4815,0.01
ALL,899,56,20,13,0.65,0.105
ALL,899,58,14,8,0.5714,0.03
ALL,899,60,23,14,0.6087,0.06
ALL,899,62,21,13,0.619,0.04
ALL,899,64,26,17,0.6538,0.07
ALL,899,66,28,21,0.75,0.02
ALL,899,68,24,20,0.8333,0.08
ALL,899,70,14,11,0.7857,0.015
ALL,899,72,28,22,0.7857,0.05
ALL,899,74,31,28,0.9032,0.02
ALL,899,76,19,16,0.8421,0.04
ALL,899,78,25,20,0.8,0.03
ALL,899,80,40,30,0.75,0.075
ALL,899,82,28,26,0.9286,0.08
ALL,899,84,29,24,0.8276,0.01
ALL,899,86,31,30,0.9677,0.02
ALL,899,88,49,48,0.9796,0.02
ALL,899,90,41,40,0.9756,0.04
ALL,899,92,62,59,0.9516,0.04
ALL,899,94,77,76,0.987,0.02
ALL,899,96,154,153,0.9935,0.01
ALL,899,98,352,350,0.9943,0.01
