month,t_sec,band_c,n,n_up_wins,p_up,med_spread
2026-01,300,82,44,36,0.8182,0.01
2026-01,300,84,30,24,0.8,0.01
2026-01,300,86,40,32,0.8,0.01
2026-01,300,88,38,33,0.8684,0.01
2026-01,300,90,33,31,0.9394,0.01
2026-01,300,92,18,16,0.8889,0.01
2026-01,300,94,10,10,1.0,0.01
2026-01,300,96,4,4,1.0,0.01
2026-01,450,0,16,0,0.0,0.01
2026-01,450,2,45,1,0.0222,0.01
2026-01,450,4,60,2,0.0333,0.01
2026-01,450,6,35,0,0.0,0.01
2026-01,450,8,51,4,0.0784,0.01
2026-01,450,10,61,4,0.0656,0.01
2026-01,450,12,64,10,0.1563,0.01
2026-01,450,14,63,2,0.0317,0.01
2026-01,450,16,49,9,0.1837,0.01
2026-01,450,18,39,7,0.1795,0.01
2026-01,450,20,64,16,0.25,0.01
2026-01,450,22,53,8,0.1509,0.01
2026-01,450,24,56,12,0.2143,0.01
2026-01,450,26,49,13,0.2653,0.01
2026-01,450,28,38,9,0.2368,0.01
2026-01,450,30,51,17,0.3333,0.01
2026-01,450,32,60,19,0.3167,0.01
2026-01,450,34,43,16,0.3721,0.01
2026-01,450,36,31,9,0.2903,0.01
2026-01,450,38,53,16,0.3019,0.01
2026-01,450,40,41,15,0.3659,0.01
2026-01,450,42,48,19,0.3958,0.01
2026-01,450,44,42,20,0.4762,0.01
2026-01,450,46,40,16,0.4,0.01
2026-01,450,48,92,41,0.4457,0.01
2026-01,450,50,172,98,0.5698,0.01
2026-01,450,52,35,17,0.4857,0.01
2026-01,450,54,50,28,0.56,0.01
2026-01,450,56,53,30,0.566,0.01
2026-01,450,58,41,26,0.6341,0.01
2026-01,450,60,47,28,0.5957,0.01
2026-01,450,62,36,23,0.6389,0.01
2026-01,450,64,48,27,0.5625,0.01
2026-01,450,66,50,35,0.7,0.01
2026-01,450,68,59,35,0.5932,0.01
2026-01,450,70,43,24,0.5581,0.01
2026-01,450,72,39,28,0.7179,0.01
2026-01,450,74,46,36,0.7826,0.01
2026-01,450,76,60,42,0.7,0.01
2026-01,450,78,58,45,0.7759,0.01
2026-01,450,80,51,42,0.8235,0.01
2026-01,450,82,52,43,0.8269,0.01
2026-01,450,84,53,44,0.8302,0.01
2026-01,450,86,74,63,0.8514,0.01
2026-01,450,88,69,66,0.9565,0.01
2026-01,450,90,49,42,0.8571,0.01
2026-01,450,92,53,50,0.9434,0.01
2026-01,450,94,51,49,0.9608,0.01
2026-01,450,96,41,41,1.0,0.01
2026-01,450,98,14,14,1.0,0.01
2026-01,600,0,78,0,0.0,0.01
2026-01,600,2,105,0,0.0,0.01
2026-01,600,4,82,4,0.0488,0.01
2026-01,600,6,72,3,0.0417,0.01
2026-01,600,8,58,4,0.069,0.01
2026-01,600,10,83,6,0.0723,0.01
2026-01,600,12,53,9,0.1698,0.01
2026-01,600,14,53,6,0.1132,0.01
2026-01,600,16,41,10,0.2439,0.01
2026-01,600,18,48,10,0.2083,0.01
2026-01,600,20,39,9,0.2308,0.01
2026-01,600,22,44,6,0.1364,0.01
2026-01,600,24,41,14,0.3415,0.01
2026-01,600,26,37,9,0.2432,0.01
2026-01,600,28,41,21,0.5122,0.01
2026-01,600,30,26,5,0.1923,0.01
2026-01,600,32,24,8,0.3333,0.01
2026-01,600,34,33,9,0.2727,0.01
2026-01,600,36,31,10,0.3226,0.01
2026-01,600,38,34,10,0.2941,0.01
2026-01,600,40,32,13,0.4063,0.01
2026-01,600,42,25,9,0.36,0.01
2026-01,600,44,33,16,0.4848,0.01
2026-01,600,46,34,13,0.3824,0.01
2026-01,600,48,81,39,0.4815,0.01
2026-01,600,50,152,79,0.5197,0.01
2026-01,600,52,23,9,0.3913,0.01
2026-01,600,54,29,16,0.5517,0.01
2026-01,600,56,34,16,0.4706,0.01
2026-01,600,58,28,15,0.5357,0.01
2026-01,600,60,29,12,0.4138,0.01
2026-01,600,62,30,15,0.5,0.01
2026-01,600,64,24,13,0.5417,0.01
2026-01,600,66,38,25,0.6579,0.01
2026-01,600,68,30,18,0.6,0.01
2026-01,600,70,31,21,0.6774,0.01
2026-01,600,72,37,22,0.5946,0.01
2026-01,600,74,47,32,0.6809,0.01
2026-01,600,76,41,30,0.7317,0.01
2026-01,600,78,38,26,0.6842,0.01
2026-01,600,80,55,44,0.8,0.01
2026-01,600,82,42,37,0.881,0.01
2026-01,600,84,63,55,0.873,0.01
2026-01,600,86,48,40,0.8333,0.01
2026-01,600,88,53,45,0.8491,0.01
2026-01,600,90,78,68,0.8718,0.01
2026-01,600,92,77,74,0.961,0.01
2026-01,600,94,96,93,0.9688,0.01
2026-01,600,96,122,119,0.9754,0.01
2026-01,600,98,75,75,1.0,0.01
2026-01,690,0,164,1,0.0061,0.009
2026-01,690,2,157,2,0.0127,0.01
2026-01,690,4,63,1,0.0159,0.01
2026-01,690,6,71,3,0.0423,0.01
2026-01,690,8,64,4,0.0625,0.01
2026-01,690,10,51,7,0.1373,0.01
2026-01,690,12,43,7,0.1628,0.01
2026-01,690,14,33,6,0.1818,0.01
2026-01,690,16,32,3,0.0938,0.01
2026-01,690,18,47,10,0.2128,0.01
2026-01,690,20,36,11,0.3056,0.01
2026-01,690,22,32,6,0.1875,0.01
2026-01,690,24,32,9,0.2813,0.01
2026-01,690,26,36,10,0.2778,0.01
2026-01,690,28,29,6,0.2069,0.01
2026-01,690,30,36,12,0.3333,0.01
2026-01,690,32,27,6,0.2222,0.01
2026-01,690,34,17,5,0.2941,0.01
2026-01,690,36,20,4,0.2,0.01
2026-01,690,38,21,4,0.1905,0.01
2026-01,690,40,30,15,0.5,0.01
2026-01,690,42,27,12,0.4444,0.01
2026-01,690,44,23,9,0.3913,0.01
2026-01,690,46,21,5,0.2381,0.01
2026-01,690,48,73,38,0.5205,0.01
2026-01,690,50,158,85,0.538,0.01
2026-01,690,52,26,16,0.6154,0.01
2026-01,690,54,23,12,0.5217,0.01
2026-01,690,56,28,12,0.4286,0.01
2026-01,690,58,17,10,0.5882,0.01
2026-01,690,60,26,15,0.5769,0.01
2026-01,690,62,22,10,0.4545,0.01
2026-01,690,64,28,18,0.6429,0.01
2026-01,690,66,29,20,0.6897,0.01
2026-01,690,68,20,12,0.6,0.01
2026-01,690,70,30,18,0.6,0.01
2026-01,690,72,26,19,0.7308,0.01
2026-01,690,74,36,21,0.5833,0.01
2026-01,690,76,24,19,0.7917,0.01
2026-01,690,78,30,23,0.7667,0.01
2026-01,690,80,33,21,0.6364,0.01
2026-01,690,82,36,32,0.8889,0.01
2026-01,690,84,26,22,0.8462,0.01
2026-01,690,86,39,32,0.8205,0.01
2026-01,690,88,51,47,0.9216,0.01
2026-01,690,90,45,38,0.8444,0.01
2026-01,690,92,64,57,0.8906,0.01
2026-01,690,94,99,95,0.9596,0.01
2026-01,690,96,153,146,0.9542,0.01
2026-01,690,98,202,201,0.995,0.01
2026-02,300,2,6,0,0.0,0.01
2026-02,300,4,12,2,0.1667,0.01
2026-02,300,6,18,2,0.1111,0.01
2026-02,300,8,29,4,0.1379,0.01
2026-02,300,10,40,3,0.075,0.01
2026-02,300,12,37,3,0.0811,0.01
2026-02,300,14,24,4,0.1667,0.01
2026-02,300,16,42,7,0.1667,0.01
2026-02,300,18,44,9,0.2045,0.01
2026-02,300,20,63,13,0.2063,0.01
2026-02,300,22,59,14,0.2373,0.01
2026-02,300,24,61,13,0.2131,0.01
2026-02,300,26,65,21,0.3231,0.01
2026-02,300,28,56,16,0.2857,0.01
2026-02,300,30,66,24,0.3636,0.01
2026-02,300,32,58,17,0.2931,0.01
2026-02,300,34,71,25,0.3521,0.01
2026-02,300,36,77,29,0.3766,0.01
2026-02,300,38,76,36,0.4737,0.01
2026-02,300,40,57,25,0.4386,0.01
2026-02,300,42,64,25,0.3906,0.01
2026-02,300,44,59,29,0.4915,0.01
2026-02,300,46,70,36,0.5143,0.01
2026-02,300,48,71,34,0.4789,0.01
2026-02,300,50,78,38,0.4872,0.01
2026-02,300,52,49,23,0.4694,0.01
2026-02,300,54,65,31,0.4769,0.01
2026-02,300,56,70,44,0.6286,0.01
2026-02,300,58,60,36,0.6,0.01
2026-02,300,60,71,37,0.5211,0.01
2026-02,300,62,64,41,0.6406,0.01
2026-02,300,64,74,50,0.6757,0.01
2026-02,300,66,63,42,0.6667,0.01
2026-02,300,68,67,43,0.6418,0.01
2026-02,300,70,49,37,0.7551,0.01
2026-02,300,72,74,51,0.6892,0.01
2026-02,300,74,62,41,0.6613,0.01
2026-02,300,76,55,41,0.7455,0.01
2026-02,300,78,42,34,0.8095,0.01
2026-02,300,80,55,43,0.7818,0.01
2026-02,300,82,41,35,0.8537,0.01
2026-02,300,84,48,46,0.9583,0.01
2026-02,300,86,44,39,0.8864,0.01
2026-02,300,88,26,24,0.9231,0.01
2026-02,300,90,24,24,1.0,0.01
2026-02,300,92,16,16,1.0,0.01
2026-02,300,94,8,8,1.0,0.01
2026-02,300,96,3,3,1.0,0.01
2026-02,300,98,3,3,1.0,0.01
2026-02,450,0,14,1,0.0714,0.01
2026-02,450,2,44,0,0.0,0.01
2026-02,450,4,51,2,0.0392,0.01
2026-02,450,6,83,5,0.0602,0.01
2026-02,450,8,54,4,0.0741,0.01
2026-02,450,10,51,8,0.1569,0.01
2026-02,450,12,65,11,0.1692,0.01
2026-02,450,14,58,5,0.0862,0.01
2026-02,450,16,44,4,0.0909,0.01
2026-02,450,18,52,4,0.0769,0.01
2026-02,450,20,59,19,0.322,0.01
2026-02,450,22,50,15,0.3,0.01
2026-02,450,24,58,21,0.3621,0.01
2026-02,450,26,47,13,0.2766,0.01
2026-02,450,28,48,11,0.2292,0.01
2026-02,450,30,54,24,0.4444,0.01
2026-02,450,32,43,12,0.2791,0.01
2026-02,450,34,37,21,0.5676,0.01
2026-02,450,36,58,25,0.431,0.01
2026-02,450,38,35,12,0.3429,0.01
2026-02,450,40,45,21,0.4667,0.01
2026-02,450,42,35,16,0.4571,0.01
2026-02,450,44,59,36,0.6102,0.01
2026-02,450,46,37,19,0.5135,0.01
2026-02,450,48,39,19,0.4872,0.01
2026-02,450,50,39,13,0.3333,0.01
2026-02,450,52,46,22,0.4783,0.01
2026-02,450,54,38,17,0.4474,0.01
2026-02,450,56,30,14,0.4667,0.01
2026-02,450,58,33,17,0.5152,0.01
2026-02,450,60,40,23,0.575,0.01
2026-02,450,62,55,32,0.5818,0.01
2026-02,450,64,52,26,0.5,0.01
2026-02,450,66,55,33,0.6,0.01
2026-02,450,68,47,32,0.6809,0.01
2026-02,450,70,44,26,0.5909,0.01
2026-02,450,72,46,30,0.6522,0.01
2026-02,450,74,46,36,0.7826,0.01
2026-02,450,76,58,46,0.7931,0.01
2026-02,450,78,66,53,0.803,0.01
2026-02,450,80,59,49,0.8305,0.01
2026-02,450,82,57,52,0.9123,0.01
2026-02,450,84,67,62,0.9254,0.01
2026-02,450,86,50,41,0.82,0.01
2026-02,450,88,57,53,0.9298,0.01
2026-02,450,90,60,54,0.9,0.01
2026-02,450,92,66,61,0.9242,0.01
2026-02,450,94,46,45,0.9783,0.01
2026-02,450,96,44,41,0.9318,0.01
2026-02,450,98,13,13,1.0,0.01
2026-02,600,0,87,3,0.0345,0.009
2026-02,600,2,130,3,0.0231,0.01
2026-02,600,4,85,5,0.0588,0.01
2026-02,600,6,82,4,0.0488,0.01
2026-02,600,8,61,5,0.082,0.01
2026-02,600,10,57,7,0.1228,0.01
2026-02,600,12,51,6,0.1176,0.01
2026-02,600,14,47,5,0.1064,0.01
2026-02,600,16,55,8,0.1455,0.01
2026-02,600,18,52,10,0.1923,0.01
2026-02,600,20,42,10,0.2381,0.01
2026-02,600,22,36,9,0.25,0.01
2026-02,600,24,40,15,0.375,0.01
2026-02,600,26,32,10,0.3125,0.01
2026-02,600,28,31,5,0.1613,0.01
2026-02,600,30,41,14,0.3415,0.01
2026-02,600,32,38,7,0.1842,0.01
2026-02,600,34,25,2,0.08,0.01
2026-02,600,36,30,12,0.4,0.01
2026-02,600,38,27,13,0.4815,0.01
2026-02,600,40,31,11,0.3548,0.01
2026-02,600,42,19,8,0.4211,0.01
2026-02,600,44,30,12,0.4,0.01
2026-02,600,46,31,19,0.6129,0.01
2026-02,600,48,29,15,0.5172,0.01
2026-02,600,50,27,13,0.4815,0.01
2026-02,600,52,32,15,0.4688,0.01
2026-02,600,54,38,26,0.6842,0.01
2026-02,600,56,28,16,0.5714,0.01
2026-02,600,58,20,10,0.5,0.01
2026-02,600,60,32,19,0.5938,0.01
2026-02,600,62,26,15,0.5769,0.01
2026-02,600,64,31,21,0.6774,0.01
2026-02,600,66,33,23,0.697,0.01
2026-02,600,68,39,27,0.6923,0.01
2026-02,600,70,44,30,0.6818,0.01
2026-02,600,72,38,29,0.7632,0.01
2026-02,600,74,32,25,0.7813,0.01
2026-02,600,76,41,26,0.6341,0.01
2026-02,600,78,41,29,0.7073,0.01
2026-02,600,80,50,46,0.92,0.01
2026-02,600,82,45,38,0.8444,0.01
2026-02,600,84,60,53,0.8833,0.01
2026-02,600,86,39,37,0.9487,0.01
2026-02,600,88,65,58,0.8923,0.01
2026-02,600,90,75,68,0.9067,0.01
2026-02,600,92,82,75,0.9146,0.01
2026-02,600,94,96,88,0.9167,0.01
2026-02,600,96,120,119,0.9917,0.01
2026-02,600,98,82,82,1.0,0.01
2026-02,690,0,181,1,0.0055,0.008
2026-02,690,2,166,7,0.0422,0.01
2026-02,690,4,85,2,0.0235,0.01
2026-02,690,6,79,5,0.0633,0.01
2026-02,690,8,54,2,0.037,0.01
2026-02,690,10,58,9,0.1552,0.01
2026-02,690,12,40,7,0.175,0.01
2026-02,690,14,44,8,0.1818,0.01
2026-02,690,16,38,10,0.2632,0.01
2026-02,690,18,42,9,0.2143,0.01
2026-02,690,20,26,6,0.2308,0.01
2026-02,690,22,35,6,0.1714,0.01
2026-02,690,24,35,9,0.2571,0.01
2026-02,690,26,18,4,0.2222,0.01
2026-02,690,28,28,6,0.2143,0.01
2026-02,690,30,31,3,0.0968,0.01
2026-02,690,32,23,6,0.2609,0.01
2026-02,690,34,21,8,0.381,0.01
2026-02,690,36,24,10,0.4167,0.01
2026-02,690,38,23,9,0.3913,0.01
2026-02,690,40,20,8,0.4,0.01
2026-02,690,42,24,15,0.625,0.01
2026-02,690,44,21,10,0.4762,0.01
2026-02,690,46,16,9,0.5625,0.01
2026-02,690,48,18,10,0.5556,0.01
2026-02,690,50,16,10,0.625,0.01
2026-02,690,52,19,10,0.5263,0.01
2026-02,690,54,26,14,0.5385,0.01
2026-02,690,56,24,14,0.5833,0.01
2026-02,690,58,20,14,0.7,0.01
2026-02,690,60,26,16,0.6154,0.01
2026-02,690,62,26,20,0.7692,0.01
2026-02,690,64,24,12,0.5,0.01
2026-02,690,66,18,11,0.6111,0.01
2026-02,690,68,22,17,0.7727,0.01
2026-02,690,70,28,17,0.6071,0.01
2026-02,690,72,35,22,0.6286,0.01
2026-02,690,74,34,20,0.5882,0.01
2026-02,690,76,38,33,0.8684,0.01
2026-02,690,78,36,30,0.8333,0.01
2026-02,690,80,42,26,0.619,0.01
2026-02,690,82,40,34,0.85,0.01
2026-02,690,84,31,29,0.9355,0.01
2026-02,690,86,54,46,0.8519,0.01
2026-02,690,88,51,46,0.902,0.01
2026-02,690,90,50,43,0.86,0.01
2026-02,690,92,95,84,0.8842,0.01
2026-02,690,94,92,87,0.9457,0.01
2026-02,690,96,165,164,0.9939,0.01
2026-02,690,98,175,175,1.0,0.01
2026-03,300,0,2,0,0.0,0.01
2026-03,300,2,11,0,0.0,0.01
2026-03,300,4,9,0,0.0,0.01
2026-03,300,6,24,2,0.0833,0.01
2026-03,300,8,21,4,0.1905,0.01
2026-03,300,10,38,4,0.1053,0.01
2026-03,300,12,35,4,0.1143,0.01
2026-03,300,14,41,6,0.1463,0.01
2026-03,300,16,46,3,0.0652,0.01
2026-03,300,18,42,8,0.1905,0.01
2026-03,300,20,61,11,0.1803,0.01
2026-03,300,22,55,16,0.2909,0.01
2026-03,300,24,58,18,0.3103,0.01
2026-03,300,26,59,13,0.2203,0.01
2026-03,300,28,76,19,0.25,0.01
2026-03,300,30,70,22,0.3143,0.01
2026-03,300,32,75,17,0.2267,0.01
2026-03,300,34,91,26,0.2857,0.01
2026-03,300,36,61,26,0.4262,0.01
2026-03,300,38,76,35,0.4605,0.01
2026-03,300,40,73,27,0.3699,0.01
2026-03,300,42,81,33,0.4074,0.01
2026-03,300,44,96,55,0.5729,0.01
2026-03,300,46,99,50,0.5051,0.01
2026-03,300,48,79,40,0.5063,0.01
2026-03,300,50,77,36,0.4675,0.01
2026-03,300,52,69,35,0.5072,0.01
2026-03,300,54,87,47,0.5402,0.01
2026-03,300,56,87,45,0.5172,0.01
2026-03,300,58,68,42,0.6176,0.01
2026-03,300,60,62,34,0.5484,0.01
2026-03,300,62,65,43,0.6615,0.01
2026-03,300,64,69,41,0.5942,0.01
2026-03,300,66,81,61,0.7531,0.01
2026-03,300,68,72,47,0.6528,0.01
2026-03,300,70,65,54,0.8308,0.01
2026-03,300,72,78,57,0.7308,0.01
2026-03,300,74,60,45,0.75,0.01
2026-03,300,76,72,53,0.7361,0.01
2026-03,300,78,76,59,0.7763,0.01
2026-03,300,80,40,34,0.85,0.01
2026-03,300,82,47,40,0.8511,0.01
2026-03,300,84,38,34,0.8947,0.01
2026-03,300,86,25,24,0.96,0.01
2026-03,300,88,29,25,0.8621,0.01
2026-03,300,90,29,25,0.8621,0.01
2026-03,300,92,23,21,0.913,0.01
2026-03,300,94,15,15,1.0,0.01
2026-03,300,96,11,11,1.0,0.01
2026-03,300,98,2,2,1.0,0.01
2026-03,450,0,24,0,0.0,0.01
2026-03,450,2,52,2,0.0385,0.01
2026-03,450,4,68,2,0.0294,0.01
2026-03,450,6,59,4,0.0678,0.01
2026-03,450,8,56,7,0.125,0.01
2026-03,450,10,58,5,0.0862,0.01
2026-03,450,12,70,11,0.1571,0.01
2026-03,450,14,57,5,0.0877,0.01
2026-03,450,16,64,8,0.125,0.01
2026-03,450,18,59,15,0.2542,0.01
2026-03,450,20,63,12,0.1905,0.01
2026-03,450,22,50,13,0.26,0.01
2026-03,450,24,57,12,0.2105,0.01
2026-03,450,26,46,18,0.3913,0.01
2026-03,450,28,64,12,0.1875,0.01
2026-03,450,30,50,15,0.3,0.01
2026-03,450,32,62,19,0.3065,0.01
2026-03,450,34,42,11,0.2619,0.01
2026-03,450,36,58,21,0.3621,0.01
2026-03,450,38,59,21,0.3559,0.01
2026-03,450,40,45,16,0.3556,0.01
2026-03,450,42,50,24,0.48,0.01
2026-03,450,44,49,16,0.3265,0.01
2026-03,450,46,55,30,0.5455,0.01
2026-03,450,48,52,29,0.5577,0.01
2026-03,450,50,46,23,0.5,0.01
2026-03,450,52,50,25,0.5,0.01
2026-03,450,54,62,34,0.5484,0.01
2026-03,450,56,44,26,0.5909,0.01
2026-03,450,58,45,28,0.6222,0.01
2026-03,450,60,49,36,0.7347,0.01
2026-03,450,62,48,29,0.6042,0.01
2026-03,450,64,51,35,0.6863,0.01
2026-03,450,66,59,31,0.5254,0.01
2026-03,450,68,62,47,0.7581,0.01
2026-03,450,70,54,43,0.7963,0.01
2026-03,450,72,51,44,0.8627,0.01
2026-03,450,74,59,45,0.7627,0.01
2026-03,450,76,51,39,0.7647,0.01
2026-03,450,78,67,55,0.8209,0.01
2026-03,450,80,55,43,0.7818,0.01
2026-03,450,82,64,51,0.7969,0.01
2026-03,450,84,58,50,0.8621,0.01
2026-03,450,86,71,67,0.9437,0.01
2026-03,450,88,45,41,0.9111,0.01
2026-03,450,90,44,39,0.8864,0.01
2026-03,450,92,57,56,0.9825,0.01
2026-03,450,94,64,59,0.9219,0.01
2026-03,450,96,62,61,0.9839,0.01
2026-03,450,98,30,30,1.0,0.01
2026-03,600,0,132,0,0.0,0.01
2026-03,600,2,138,3,0.0217,0.01
2026-03,600,4,79,5,0.0633,0.01
2026-03,600,6,64,2,0.0313,0.01
2026-03,600,8,71,3,0.0423,0.01
2026-03,600,10,66,5,0.0758,0.01
2026-03,600,12,54,14,0.2593,0.01
2026-03,600,14,52,5,0.0962,0.01
2026-03,600,16,53,10,0.1887,0.01
2026-03,600,18,36,6,0.1667,0.01
2026-03,600,20,40,7,0.175,0.01
2026-03,600,22,48,8,0.1667,0.01
2026-03,600,24,44,11,0.25,0.01
2026-03,600,26,44,16,0.3636,0.01
2026-03,600,28,45,10,0.2222,0.01
2026-03,600,30,45,11,0.2444,0.01
2026-03,600,32,38,14,0.3684,0.01
2026-03,600,34,41,13,0.3171,0.01
2026-03,600,36,25,8,0.32,0.01
2026-03,600,38,43,10,0.2326,0.01
2026-03,600,40,38,14,0.3684,0.01
2026-03,600,42,41,18,0.439,0.01
2026-03,600,44,38,17,0.4474,0.01
2026-03,600,46,31,12,0.3871,0.01
2026-03,600,48,31,17,0.5484,0.01
2026-03,600,50,42,25,0.5952,0.01
2026-03,600,52,43,25,0.5814,0.01
2026-03,600,54,32,21,0.6563,0.01
2026-03,600,56,37,16,0.4324,0.01
2026-03,600,58,30,15,0.5,0.01
2026-03,600,60,37,23,0.6216,0.01
2026-03,600,62,31,21,0.6774,0.01
2026-03,600,64,34,22,0.6471,0.01
2026-03,600,66,28,19,0.6786,0.01
2026-03,600,68,46,35,0.7609,0.01
2026-03,600,70,31,22,0.7097,0.01
2026-03,600,72,44,31,0.7045,0.01
2026-03,600,74,30,24,0.8,0.01
2026-03,600,76,51,42,0.8235,0.01
2026-03,600,78,52,48,0.9231,0.01
2026-03,600,80,44,36,0.8182,0.01
2026-03,600,82,58,48,0.8276,0.01
2026-03,600,84,59,49,0.8305,0.01
2026-03,600,86,60,51,0.85,0.01
2026-03,600,88,50,44,0.88,0.01
2026-03,600,90,65,61,0.9385,0.01
2026-03,600,92,82,79,0.9634,0.01
2026-03,600,94,87,84,0.9655,0.01
2026-03,600,96,136,132,0.9706,0.01
2026-03,600,98,128,127,0.9922,0.0085
2026-03,690,0,243,1,0.0041,0.005
2026-03,690,2,136,0,0.0,0.01
2026-03,690,4,66,1,0.0152,0.01
2026-03,690,6,62,5,0.0806,0.01
2026-03,690,8,62,5,0.0806,0.01
2026-03,690,10,54,6,0.1111,0.01
2026-03,690,12,52,4,0.0769,0.01
2026-03,690,14,48,7,0.1458,0.01
2026-03,690,16,35,3,0.0857,0.01
2026-03,690,18,43,7,0.1628,0.01
2026-03,690,20,47,8,0.1702,0.01
2026-03,690,22,25,10,0.4,0.01
2026-03,690,24,29,7,0.2414,0.01
2026-03,690,26,30,5,0.1667,0.01
2026-03,690,28,42,13,0.3095,0.01
2026-03,690,30,35,7,0.2,0.01
2026-03,690,32,26,12,0.4615,0.01
2026-03,690,34,30,9,0.3,0.01
2026-03,690,36,35,17,0.4857,0.01
2026-03,690,38,26,14,0.5385,0.01
2026-03,690,40,28,7,0.25,0.01
2026-03,690,42,33,14,0.4242,0.01
2026-03,690,44,29,12,0.4138,0.01
2026-03,690,46,26,14,0.5385,0.01
2026-03,690,48,29,16,0.5517,0.01
2026-03,690,50,22,15,0.6818,0.01
2026-03,690,52,28,16,0.5714,0.01
2026-03,690,54,27,14,0.5185,0.01
2026-03,690,56,23,13,0.5652,0.01
2026-03,690,58,13,9,0.6923,0.01
2026-03,690,60,25,17,0.68,0.01
2026-03,690,62,24,17,0.7083,0.01
2026-03,690,64,29,13,0.4483,0.01
2026-03,690,66,31,21,0.6774,0.01
2026-03,690,68,29,24,0.8276,0.01
2026-03,690,70,34,23,0.6765,0.01
2026-03,690,72,34,30,0.8824,0.01
2026-03,690,74,28,22,0.7857,0.01
2026-03,690,76,38,29,0.7632,0.01
2026-03,690,78,34,31,0.9118,0.01
2026-03,690,80,43,31,0.7209,0.01
2026-03,690,82,47,41,0.8723,0.01
2026-03,690,84,49,39,0.7959,0.01
2026-03,690,86,32,29,0.9063,0.01
2026-03,690,88,49,48,0.9796,0.01
2026-03,690,90,61,59,0.9672,0.01
2026-03,690,92,78,71,0.9103,0.01
2026-03,690,94,85,82,0.9647,0.01
2026-03,690,96,126,121,0.9603,0.01
2026-03,690,98,259,257,0.9923,0.006
2026-04,300,0,1,0,0.0,0.01
2026-04,300,2,12,0,0.0,0.01
2026-04,300,4,20,0,0.0,0.01
2026-04,300,6,30,2,0.0667,0.01
2026-04,300,8,19,2,0.1053,0.01
2026-04,300,10,37,3,0.0811,0.01
2026-04,300,12,31,5,0.1613,0.01
2026-04,300,14,43,4,0.093,0.01
2026-04,300,16,44,6,0.1364,0.01
2026-04,300,18,54,9,0.1667,0.01
2026-04,300,20,62,16,0.2581,0.01
2026-04,300,22,65,15,0.2308,0.01
2026-04,300,24,60,16,0.2667,0.01
2026-04,300,26,60,17,0.2833,0.01
2026-04,300,28,46,15,0.3261,0.01
2026-04,300,30,64,15,0.2344,0.01
2026-04,300,32,66,28,0.4242,0.01
2026-04,300,34,66,22,0.3333,0.01
2026-04,300,36,68,26,0.3824,0.01
2026-04,300,38,69,28,0.4058,0.01
2026-04,300,40,71,35,0.493,0.01
2026-04,300,42,74,31,0.4189,0.01
2026-04,300,44,79,42,0.5316,0.01
2026-04,300,46,83,42,0.506,0.01
2026-04,300,48,84,46,0.5476,0.01
2026-04,300,50,90,39,0.4333,0.01
2026-04,300,52,75,49,0.6533,0.01
2026-04,300,54,73,43,0.589,0.01
2026-04,300,56,59,31,0.5254,0.01
2026-04,300,58,73,41,0.5616,0.01
2026-04,300,60,68,39,0.5735,0.01
2026-04,300,62,75,48,0.64,0.01
2026-04,300,64,51,33,0.6471,0.01
2026-04,300,66,68,47,0.6912,0.01
2026-04,300,68,69,38,0.5507,0.01
2026-04,300,70,70,47,0.6714,0.01
2026-04,300,72,62,49,0.7903,0.01
2026-04,300,74,60,40,0.6667,0.01
2026-04,300,76,56,48,0.8571,0.01
2026-04,300,78,52,44,0.8462,0.01
2026-04,300,80,48,42,0.875,0.01
2026-04,300,82,55,49,0.8909,0.01
2026-04,300,84,44,39,0.8864,0.01
2026-04,300,86,46,42,0.913,0.01
2026-04,300,88,28,26,0.9286,0.01
2026-04,300,90,30,28,0.9333,0.01
2026-04,300,92,28,23,0.8214,0.01
2026-04,300,94,9,9,1.0,0.01
2026-04,300,96,11,11,1.0,0.01
2026-04,300,98,4,4,1.0,0.01
2026-04,450,0,26,0,0.0,0.01
2026-04,450,2,56,2,0.0357,0.01
2026-04,450,4,61,2,0.0328,0.01
2026-04,450,6,60,2,0.0333,0.01
2026-04,450,8,58,1,0.0172,0.01
2026-04,450,10,58,7,0.1207,0.01
2026-04,450,12,52,9,0.1731,0.01
2026-04,450,14,53,7,0.1321,0.01
2026-04,450,16,42,11,0.2619,0.01
2026-04,450,18,46,9,0.1957,0.01
2026-04,450,20,64,21,0.3281,0.01
2026-04,450,22,69,15,0.2174,0.01
2026-04,450,24,59,12,0.2034,0.01
2026-04,450,26,48,17,0.3542,0.01
2026-04,450,28,55,14,0.2545,0.01
2026-04,450,30,39,10,0.2564,0.01
2026-04,450,32,48,17,0.3542,0.01
2026-04,450,34,45,16,0.3556,0.01
2026-04,450,36,46,18,0.3913,0.01
2026-04,450,38,38,9,0.2368,0.01
2026-04,450,40,49,25,0.5102,0.01
2026-04,450,42,44,18,0.4091,0.01
2026-04,450,44,44,15,0.3409,0.01
2026-04,450,46,45,19,0.4222,0.01
2026-04,450,48,50,22,0.44,0.01
2026-04,450,50,60,32,0.5333,0.01
2026-04,450,52,47,20,0.4255,0.01
2026-04,450,54,51,28,0.549,0.01
2026-04,450,56,42,26,0.619,0.01
2026-04,450,58,54,30,0.5556,0.01
2026-04,450,60,62,41,0.6613,0.01
2026-04,450,62,48,32,0.6667,0.01
2026-04,450,64,64,44,0.6875,0.01
