slug,epoch,month,result_id,asset_id_0,asset_id_1
btc-updown-15m-1762942500,1762942500,2025-11,1,36564657422022684686434071755983346403408422275898171416280655626292266088283,18356813036741199666577036697987629799054403440711107728722367670632317994128
btc-updown-15m-1762943400,1762943400,2025-11,0,18136515757543724246347773467749904260336735987942887061492318257043579285293,59452964843189441813723269651527649214485129887779683579251412708695928982546
btc-updown-15m-1762944300,1762944300,2025-11,0,71940189931335016093252935460066518408331493081516806999074926713224055666748,85974738257684348791247745881306999208753853260424014974025941413761802679724
btc-updown-15m-1762945200,1762945200,2025-11,0,8353792183030652918079039076758023898492183780922867238127149629198023122757,78763991829519148328519200508486218551693056485227927911559749942359948005276
btc-updown-15m-1762946100,1762946100,2025-11,1,5903226659543447195798675983545485101960380124429345105346827074045119803464,93558308805994862487854779370032708090141995969706415433659565548278388581021
btc-updown-15m-1762947000,1762947000,2025-11,1,2449505843255711055073044742884331007435995033180447715156863210518966847295,101809430563907590533383740785550113023506356607925521761090167681626401790993
btc-updown-15m-1762947900,1762947900,2025-11,0,54656249138578197260453791882823772665776308625936095333402781256386495757354,106209372317945677347878526614169712585055282258408262241167837271758497810913
btc-updown-15m-1762948800,1762948800,2025-11,0,10597434791226901517704952742441828742033885928813602010941437165111958260628,62499136579601815882037179131714141384505979235011773079259854586528565573324
btc-updown-15m-1762949700,1762949700,2025-11,1,98603444956011014170071995085795632052853213487788555480879722690874713715955,42810503743684011395063430659006048835280392253887150988477427248466998298000
btc-updown-15m-1762950600,1762950600,2025-11,1,76932750336762279811487885812366296851694127926474486655406469748349609507838,6407729499711606497228576197603612585347531355416955038765394576387679504608
btc-updown-15m-1762951500,1762951500,2025-11,0,9090426338873459029762216774994403296291982168574197658691092763910242331182,28343900911859986062638672238388649192722581036873866155064320792236495661418
btc-updown-15m-1762952400,1762952400,2025-11,1,106963333750365618865689225679590189005254080305173230174045709572300836226847,84880442658344317445887751140890054283701421050254530852398588664475984536503
btc-updown-15m-1762953300,1762953300,2025-11,0,69635138536117745138555544806030615501564988777724778295858920731165073102258,106879642316115253043803000549694180226555158498743750263107898548682846781012
btc-updown-15m-1762954200,1762954200,2025-11,0,64329984656144778530868323310725067460045948740903843597489048420868784693606,18228915000257639228115115294069698579006364210528380774191451702101542542740
btc-updown-15m-1762955100,1762955100,2025-11,1,55913877611659197427644004759656087141901804214454471359443159361822556874591,12402023673474043666137351531397523072424745249978692368037008129852803638429
