slug,epoch,t_sec,jump_size,mid_at_jump,drift_30s,drift_60s,drift_120s
btc-updown-15m-1761715800,1761715800,16.7,-0.035,0.415,0.02,-0.05,0.085
btc-updown-15m-1761715800,1761715800,28.1,0.03,0.445,-0.01,-0.07,0.12
btc-updown-15m-1761715800,1761715800,42.3,-0.035,0.405,0,0,0.22
btc-updown-15m-1761715800,1761715800,53.5,0.045,0.435,-0.07,-0.005,0.2
btc-updown-15m-1761715800,1761715800,71,-0.035,0.39,0.015,0.045,0.225
btc-updown-15m-1761715800,1761715800,81.1,-0.04,0.365,0.04,0.155,0.205
btc-updown-15m-1761715800,1761715800,91.2,0.04,0.405,0.05,0.18,0.265
btc-updown-15m-1761715800,1761715800,112,0.035,0.44,0.075,0.19,0.435
btc-updown-15m-1761715800,1761715800,122.7,0.03,0.455,0.13,0.19,0.405
btc-updown-15m-1761715800,1761715800,136.2,0.04,0.495,0.135,0.16,0.38
btc-updown-15m-1761715800,1761715800,146.3,0.05,0.545,0.1,0.035,0.335
btc-updown-15m-1761715800,1761715800,156.4,0.035,0.585,0.075,0.16,0.325
btc-updown-15m-1761715800,1761715800,167.8,0.045,0.63,-0.075,0.225,0.27
btc-updown-15m-1761715800,1761715800,188.5,-0.035,0.615,0.15,0.26,0.31
btc-updown-15m-1761715800,1761715800,198.6,-0.045,0.57,0.295,0.305,0.35
btc-updown-15m-1761715800,1761715800,208.7,0.05,0.62,0.255,0.27,0.3
btc-updown-15m-1761715800,1761715800,218.7,0.14,0.765,0.105,0.145,0.155
btc-updown-15m-1761715800,1761715800,228.7,0.095,0.86,0.015,0.045,0.06
btc-updown-15m-1761715800,1761715800,239.2,0.03,0.895,0.02,0.03,0.035
btc-updown-15m-1761715800,1761715800,249.4,-0.03,0.865,0.025,0.06,0.06
btc-updown-15m-1761715800,1761715800,259.6,0.03,0.875,0.035,0.045,0.045
btc-updown-15m-1761715800,1761715800,269.8,0.04,0.915,0.01,0.005,0.015
btc-updown-15m-1761715800,1761715800,288.9,0.035,0.925,-0.005,-0.005,0.03
btc-updown-15m-1761715800,1761715800,301.3,0.03,0.93,-0.01,0,0.025
btc-updown-15m-1761715800,1761715800,314.1,-0.04,0.88,0.04,0.055,0.085
btc-updown-15m-1761720300,1761720300,22.7,0.035,0.575,0.145,0.17,0.265
btc-updown-15m-1761720300,1761720300,39.2,0.03,0.615,0.11,0.11,0.24
btc-updown-15m-1761720300,1761720300,49.3,0.105,0.72,0,-0.04,0.14
btc-updown-15m-1761720300,1761720300,89.4,0.03,0.745,-0.02,0.105,0.14
btc-updown-15m-1761720300,1761720300,101.2,-0.04,0.7,0.035,0.155,0.195
btc-updown-15m-1761720300,1761720300,113.1,0.04,0.725,0.1,0.135,0.175
btc-updown-15m-1761720300,1761720300,141.7,0.035,0.77,0.09,0.115,0.105
btc-updown-15m-1761720300,1761720300,152.9,0.04,0.86,0.015,0.025,0.015
btc-updown-15m-1761720300,1761720300,163,-0.045,0.815,0.07,0.08,0.06
btc-updown-15m-1761720300,1761720300,173.1,0.045,0.86,0.025,0.04,0.015
btc-updown-15m-1761720300,1761720300,262.4,-0.03,0.875,0.005,-0.03,-0.04
btc-updown-15m-1761720300,1761720300,289.6,-0.03,0.845,-0.02,-0.035,0.08
btc-updown-15m-1761720300,1761720300,299.6,-0.05,0.795,0.045,0.015,0.14
btc-updown-15m-1761720300,1761720300,309.7,-0.04,0.795,0.035,0.02,0.14
btc-updown-15m-1761720300,1761720300,319.7,0.035,0.83,-0.02,0.005,0.1
btc-updown-15m-1761720300,1761720300,340,-0.04,0.8,0.015,0.11,0.16
btc-updown-15m-1761720300,1761720300,378.3,0.04,0.855,0.07,0.075,0.095
btc-updown-15m-1761720300,1761720300,390.6,0.03,0.865,0.07,0.1,0.09
btc-updown-15m-1761720300,1761720300,400.7,0.055,0.92,0.015,0.04,0.045
btc-updown-15m-1761720300,1761720300,441.6,-0.03,0.905,0.045,0.045,0.08
btc-updown-15m-1761720300,1761720300,451.9,0.08,0.965,-0.015,-0.01,0.02
btc-updown-15m-1761724800,1761724800,3.1,0.04,0.51,0.025,-0.095,0.05
btc-updown-15m-1761724800,1761724800,14.9,0.08,0.525,-0.015,-0.09,0.095
btc-updown-15m-1761724800,1761724800,24.9,-0.085,0.44,0.02,0.01,0.185
btc-updown-15m-1761724800,1761724800,35.1,0.105,0.55,-0.13,-0.09,0.09
btc-updown-15m-1761724800,1761724800,45.8,-0.04,0.51,-0.075,0.1,0.14
btc-updown-15m-1761724800,1761724800,56,-0.05,0.46,-0.01,0.125,0.175
btc-updown-15m-1761724800,1761724800,66.2,-0.03,0.43,0.025,0.135,0.19
btc-updown-15m-1761724800,1761724800,98.6,0.04,0.485,0.08,0.155,0.025
btc-updown-15m-1761724800,1761724800,108.6,0.13,0.615,0.005,0.02,-0.17
btc-updown-15m-1761724800,1761724800,118.7,-0.055,0.56,0.075,0.085,-0.115
btc-updown-15m-1761724800,1761724800,130.5,0.04,0.6,0.05,-0.01,-0.18
btc-updown-15m-1761724800,1761724800,141.8,0.035,0.62,0.015,-0.03,-0.21
btc-updown-15m-1761724800,1761724800,157.5,0.03,0.665,-0.045,-0.155,-0.355
btc-updown-15m-1761724800,1761724800,187.1,-0.03,0.615,-0.105,-0.195,-0.13
btc-updown-15m-1761724800,1761724800,197.4,-0.03,0.59,-0.145,-0.18,-0.17
btc-updown-15m-1761724800,1761724800,207.4,-0.045,0.545,-0.1,-0.225,-0.12
btc-updown-15m-1761724800,1761724800,217.5,-0.035,0.51,-0.09,-0.2,-0.145
btc-updown-15m-1761724800,1761724800,227.9,-0.06,0.445,-0.035,-0.125,-0.09
btc-updown-15m-1761724800,1761724800,252.6,-0.03,0.415,-0.095,0.05,-0.105
btc-updown-15m-1761724800,1761724800,262.7,-0.045,0.37,-0.07,0.05,-0.075
btc-updown-15m-1761724800,1761724800,272.7,-0.05,0.32,0.2,0.105,-0.03
btc-updown-15m-1761724800,1761724800,295.9,0.05,0.37,0.045,-0.02,-0.115
btc-updown-15m-1761724800,1761724800,305.9,0.13,0.5,-0.12,-0.18,-0.26
btc-updown-15m-1761724800,1761724800,316,-0.07,0.43,-0.07,-0.125,-0.19
btc-updown-15m-1761724800,1761724800,335.3,-0.035,0.38,-0.06,-0.09,-0.14
btc-updown-15m-1761724800,1761724800,345.7,-0.03,0.36,-0.055,-0.09,-0.12
btc-updown-15m-1761724800,1761724800,365.2,-0.035,0.315,-0.025,-0.075,-0.13
btc-updown-15m-1761724800,1761724800,377.1,-0.03,0.29,-0.02,-0.05,-0.075
btc-updown-15m-1761724800,1761724800,479.9,-0.03,0.21,-0.105,-0.13,-0.155
btc-updown-15m-1761724800,1761724800,492.9,0.03,0.215,-0.125,-0.135,-0.155
btc-updown-15m-1761724800,1761724800,503.2,-0.035,0.18,-0.1,-0.1,-0.12
btc-updown-15m-1761724800,1761724800,513.4,-0.07,0.105,-0.025,-0.015,-0.05
btc-updown-15m-1761724800,1761724800,576.4,0.03,0.11,-0.04,-0.06,-0.08
btc-updown-15m-1761724800,1761724800,596.3,-0.045,0.055,0.005,-0.005,-0.04
btc-updown-15m-1761729300,1761729300,13.1,0.035,0.59,0.055,0.095,0.04
btc-updown-15m-1761729300,1761729300,23.7,0.03,0.615,0.055,0.035,0.005
