slug,epoch,t_sec,jump_size,mid_at_jump,drift_30s,drift_60s,drift_120s
btc-updown-15m-1760140800,1760140800,11.8,-0.085,0.44,-0.015,-0.015,-0.1
btc-updown-15m-1760140800,1760140800,37,-0.045,0.38,-0.005,0.005,-0.055
btc-updown-15m-1760140800,1760140800,47.1,-0.055,0.365,0.025,0.04,-0.04
btc-updown-15m-1760140800,1760140800,64.5,0.03,0.395,0.02,-0.06,-0.14
btc-updown-15m-1760140800,1760140800,79.5,0.03,0.405,-0.02,-0.08,-0.155
btc-updown-15m-1760140800,1760140800,91.8,-0.04,0.39,-0.055,-0.065,-0.06
btc-updown-15m-1760140800,1760140800,102,0.05,0.445,-0.11,-0.12,-0.045
btc-updown-15m-1760140800,1760140800,112.4,-0.065,0.385,-0.06,-0.05,0.045
btc-updown-15m-1760140800,1760140800,122.7,-0.05,0.335,-0.01,-0.045,0.115
btc-updown-15m-1760140800,1760140800,177.8,-0.03,0.295,-0.03,0.155,0.29
btc-updown-15m-1760140800,1760140800,188.2,-0.045,0.235,0.14,0.185,0.51
btc-updown-15m-1760140800,1760140800,198.2,0.03,0.265,0.125,0.145,0.44
btc-updown-15m-1760140800,1760140800,208.6,0.04,0.305,0.125,0.135,0.27
btc-updown-15m-1760140800,1760140800,218.7,0.085,0.39,0.04,0.09,0.015
btc-updown-15m-1760140800,1760140800,231.3,-0.05,0.35,0.07,0.235,0.16
btc-updown-15m-1760140800,1760140800,241.3,0.08,0.43,0.045,0.155,-0.065
btc-updown-15m-1760140800,1760140800,251.4,-0.085,0.36,0.12,0.385,0.1
btc-updown-15m-1760140800,1760140800,263.7,-0.035,0.375,0.21,0.18,0.015
btc-updown-15m-1760140800,1760140800,274.5,0.045,0.47,0.14,-0.015,-0.09
btc-updown-15m-1760140800,1760140800,284.6,0.045,0.52,0.235,-0.055,-0.12
btc-updown-15m-1760140800,1760140800,305.3,0.035,0.62,-0.145,-0.13,-0.195
btc-updown-15m-1760140800,1760140800,315.3,0.145,0.765,-0.295,-0.29,-0.335
