slug,epoch,t_sec,jump_size,mid_at_jump,drift_30s,drift_60s,drift_120s
btc-updown-15m-1763659800,1763659800,3.5,-0.03,0.485,0.17,0.165,-0.035
btc-updown-15m-1763659800,1763659800,13.5,0.055,0.54,0.115,0.03,-0.11
btc-updown-15m-1763659800,1763659800,23.5,0.055,0.595,0.04,-0.07,-0.185
btc-updown-15m-1763659800,1763659800,33.5,0.06,0.655,-0.005,-0.14,-0.3
btc-updown-15m-1763659800,1763659800,44.1,0.03,0.67,-0.105,-0.19,-0.335
btc-updown-15m-1763659800,1763659800,54.2,-0.03,0.64,-0.12,-0.205,-0.33
btc-updown-15m-1763659800,1763659800,65.6,-0.03,0.62,-0.13,-0.155,-0.33
btc-updown-15m-1763659800,1763659800,75.7,-0.06,0.56,-0.1,-0.115,-0.28
btc-updown-15m-1763659800,1763659800,85.8,-0.03,0.53,-0.105,-0.16,-0.245
btc-updown-15m-1763659800,1763659800,95.8,-0.04,0.49,-0.03,-0.135,-0.225
btc-updown-15m-1763659800,1763659800,105.8,-0.035,0.46,-0.015,-0.16,-0.175
btc-updown-15m-1763659800,1763659800,115.8,-0.03,0.43,-0.06,-0.115,-0.14
btc-updown-15m-1763659800,1763659800,127.2,0.03,0.455,-0.12,-0.175,-0.195
btc-updown-15m-1763659800,1763659800,137.2,-0.035,0.425,-0.125,-0.15,-0.145
btc-updown-15m-1763659800,1763659800,147.2,-0.055,0.37,-0.045,-0.1,-0.105
btc-updown-15m-1763659800,1763659800,157.2,-0.035,0.335,-0.055,-0.065,-0.035
btc-updown-15m-1763659800,1763659800,167.2,-0.035,0.3,-0.025,-0.025,-0.01
btc-updown-15m-1763659800,1763659800,183,-0.03,0.29,-0.015,-0.01,-0.065
btc-updown-15m-1763659800,1763659800,223.7,0.035,0.295,-0.045,0.01,-0.135
btc-updown-15m-1763659800,1763659800,244.5,-0.035,0.26,0,-0.025,-0.11
btc-updown-15m-1763659800,1763659800,255.3,0.03,0.28,0.015,-0.145,-0.2
btc-updown-15m-1763659800,1763659800,269,0.03,0.27,-0.045,-0.195,-0.18
btc-updown-15m-1763659800,1763659800,279.6,0.04,0.295,-0.095,-0.16,-0.19
btc-updown-15m-1763659800,1763659800,289.6,-0.035,0.265,-0.14,-0.105,-0.165
btc-updown-15m-1763659800,1763659800,300.2,-0.04,0.225,-0.135,-0.065,-0.115
btc-updown-15m-1763659800,1763659800,310.2,-0.03,0.19,-0.035,-0.11,-0.045
btc-updown-15m-1763659800,1763659800,320.2,-0.07,0.12,0.045,-0.03,0.02
btc-updown-15m-1763659800,1763659800,335.3,0.035,0.12,0.025,-0.04,-0.025
btc-updown-15m-1763659800,1763659800,345.3,0.04,0.16,-0.08,-0.05,-0.085
btc-updown-15m-1763659800,1763659800,356.8,0.03,0.185,-0.095,-0.065,-0.09
btc-updown-15m-1763659800,1763659800,366.8,-0.08,0.105,-0.025,0.03,0
btc-updown-15m-1763659800,1763659800,391.7,0.03,0.115,-0.005,-0.01,0.155
btc-updown-15m-1763659800,1763659800,401.7,-0.03,0.085,0.04,0,0.195
btc-updown-15m-1763659800,1763659800,411.7,0.035,0.12,0.025,-0.045,0.16
btc-updown-15m-1763659800,1763659800,429.8,0.03,0.14,-0.055,0,0.16
btc-updown-15m-1763659800,1763659800,442.7,0.035,0.145,-0.06,0.085,0.1
btc-updown-15m-1763659800,1763659800,452.7,-0.045,0.1,-0.025,0.155,0.125
btc-updown-15m-1763659800,1763659800,464,-0.03,0.08,0.065,0.2,0.2
btc-updown-15m-1763659800,1763659800,474.8,0.03,0.105,0.125,0.165,0.15
btc-updown-15m-1763659800,1763659800,487.8,0.03,0.13,0.13,0.155,0.11
btc-updown-15m-1763659800,1763659800,497.8,0.065,0.195,0.095,0.07,-0.05
btc-updown-15m-1763659800,1763659800,507.8,0.06,0.255,0.025,-0.04,-0.135
btc-updown-15m-1763659800,1763659800,519,0.03,0.27,0.025,-0.025,-0.115
btc-updown-15m-1763659800,1763659800,549.3,0.035,0.31,-0.055,-0.07,-0.16
btc-updown-15m-1763659800,1763659800,560,-0.035,0.26,0,-0.11,-0.04
btc-updown-15m-1763659800,1763659800,570.1,-0.04,0.215,0.03,-0.09,-0.055
btc-updown-15m-1763659800,1763659800,580.1,0.04,0.255,-0.02,-0.105,-0.145
btc-updown-15m-1763659800,1763659800,593.4,-0.035,0.25,-0.105,-0.105,-0.15
btc-updown-15m-1763659800,1763659800,604.3,0.035,0.29,-0.155,-0.075,-0.195
btc-updown-15m-1763659800,1763659800,614.3,-0.135,0.155,-0.02,0.03,-0.06
btc-updown-15m-1763659800,1763659800,635.3,0.03,0.155,0.065,-0.025,-0.07
btc-updown-15m-1763659800,1763659800,645.5,-0.035,0.14,0.06,-0.03,-0.08
btc-updown-15m-1763659800,1763659800,658.9,0.03,0.155,0.02,-0.04,-0.125
btc-updown-15m-1763659800,1763659800,670.1,0.03,0.185,-0.075,-0.09,-0.16
btc-updown-15m-1763659800,1763659800,680.1,0.035,0.22,-0.115,-0.125,-0.2
btc-updown-15m-1763659800,1763659800,690.1,-0.055,0.16,-0.045,-0.07,-0.135
btc-updown-15m-1763659800,1763659800,700.1,-0.05,0.11,-0.015,-0.035,-0.09
btc-updown-15m-1763659800,1763659800,712.8,-0.03,0.105,-0.01,-0.08,-0.09
btc-updown-15m-1763659800,1763659800,730.4,-0.03,0.085,-0.015,-0.06,-0.07
btc-updown-15m-1763659800,1763659800,741.7,0.03,0.115,-0.08,-0.095,-0.1
btc-updown-15m-1763659800,1763659800,765.3,-0.03,0.06,-0.04,-0.045,-0.045
btc-updown-15m-1763667900,1763667900,2.8,0.035,0.555,-0.085,-0.03,-0.22
btc-updown-15m-1763667900,1763667900,16,-0.03,0.515,-0.06,0.01,-0.19
btc-updown-15m-1763667900,1763667900,26.3,-0.03,0.485,0,-0.005,-0.125
btc-updown-15m-1763667900,1763667900,48.8,-0.04,0.43,0.09,-0.07,-0.045
btc-updown-15m-1763667900,1763667900,59.8,0.08,0.485,-0.03,-0.13,-0.115
btc-updown-15m-1763667900,1763667900,69.8,0.045,0.53,-0.135,-0.215,-0.13
btc-updown-15m-1763667900,1763667900,79.9,-0.03,0.5,-0.145,-0.175,-0.135
btc-updown-15m-1763667900,1763667900,89.9,-0.045,0.455,-0.1,-0.09,-0.08
btc-updown-15m-1763667900,1763667900,99.9,-0.065,0.39,-0.075,-0.005,-0.035
btc-updown-15m-1763667900,1763667900,110,-0.035,0.355,-0.03,0.03,0
btc-updown-15m-1763667900,1763667900,123.3,-0.035,0.33,0.055,0.065,-0.01
btc-updown-15m-1763667900,1763667900,141.4,0.03,0.335,0.02,0.01,-0.04
btc-updown-15m-1763667900,1763667900,151.4,0.05,0.385,-0.02,-0.01,-0.13
btc-updown-15m-1763667900,1763667900,171.3,-0.03,0.355,-0.01,-0.005,-0.12
btc-updown-15m-1763667900,1763667900,181.8,0.03,0.38,-0.02,-0.055,-0.06
btc-updown-15m-1763667900,1763667900,191.8,0.03,0.405,-0.045,-0.12,-0.03
btc-updown-15m-1763667900,1763667900,201.8,-0.06,0.345,0.005,-0.04,-0.01
btc-updown-15m-1763667900,1763667900,224.7,-0.05,0.335,-0.055,-0.1,0.075
btc-updown-15m-1763667900,1763667900,244,-0.035,0.31,-0.075,0.02,0.17
btc-updown-15m-1763667900,1763667900,261.8,0.03,0.315,-0.08,0.02,0.065
btc-updown-15m-1763667900,1763667900,271.9,-0.05,0.255,0.09,0.13,0.065
btc-updown-15m-1763667900,1763667900,282,-0.03,0.225,0.15,0.145,0.15
btc-updown-15m-1763667900,1763667900,301.1,0.03,0.265,0.095,0.215,0.21
btc-updown-15m-1763667900,1763667900,311.1,0.12,0.385,-0.045,0.04,0.025
btc-updown-15m-1763667900,1763667900,321.2,-0.05,0.335,0.11,0.05,0.085
btc-updown-15m-1763667900,1763667900,331.3,0.035,0.37,0.11,-0.045,-0.005
btc-updown-15m-1763667900,1763667900,341.3,-0.03,0.345,0.08,0.025,0.05
btc-updown-15m-1763667900,1763667900,351.3,0.1,0.445,-0.06,0.005,-0.03
btc-updown-15m-1763667900,1763667900,361.3,0.035,0.48,-0.155,0,-0.155
