slug,epoch,t_sec,jump_size,mid_at_jump,drift_30s,drift_60s,drift_120s
btc-updown-15m-1773936000,1773936000,4.1,0.03,0.525,-0.03,-0.05,0
btc-updown-15m-1773936000,1773936000,14.1,-0.06,0.465,0.01,0,0.05
btc-updown-15m-1773936000,1773936000,33.5,0.04,0.495,-0.01,0.01,0.12
btc-updown-15m-1773936000,1773936000,46.3,-0.035,0.45,0.005,0.055,0.095
btc-updown-15m-1773936000,1773936000,57.8,0.035,0.49,0.025,0.035,0.135
btc-updown-15m-1773936000,1773936000,68.3,-0.04,0.465,0.07,0.06,0.23
btc-updown-15m-1773936000,1773936000,84.9,0.035,0.49,0.035,0.095,0.215
btc-updown-15m-1773936000,1773936000,101.3,0.03,0.535,-0.02,0.1,0.14
btc-updown-15m-1773936000,1773936000,143.5,0.03,0.545,0.07,0.17,0
btc-updown-15m-1773936000,1773936000,153.5,0.07,0.615,0.06,0.04,-0.13
btc-updown-15m-1773936000,1773936000,163.5,-0.05,0.565,0.11,0.1,-0.15
btc-updown-15m-1773936000,1773936000,173.5,0.05,0.615,0.1,0.08,-0.23
btc-updown-15m-1773936000,1773936000,183.5,0.06,0.675,-0.02,-0.02,-0.29
btc-updown-15m-1773936000,1773936000,202.8,0.035,0.71,-0.01,-0.155,-0.305
btc-updown-15m-1773936000,1773936000,212.8,-0.055,0.655,0,-0.165,-0.32
btc-updown-15m-1773936000,1773936000,232.6,0.035,0.7,-0.145,-0.305,-0.275
btc-updown-15m-1773936000,1773936000,242.6,-0.04,0.665,-0.17,-0.28,-0.34
btc-updown-15m-1773936000,1773936000,252.6,-0.09,0.575,-0.16,-0.14,-0.23
btc-updown-15m-1773936000,1773936000,263,-0.035,0.54,-0.155,-0.135,-0.115
btc-updown-15m-1773936000,1773936000,273.3,-0.055,0.49,-0.105,-0.125,-0.105
btc-updown-15m-1773936000,1773936000,283.3,-0.07,0.415,0.02,-0.01,-0.12
btc-updown-15m-1773936000,1773936000,308,0.035,0.43,-0.045,-0.095,-0.075
btc-updown-15m-1773936000,1773936000,318,-0.045,0.385,0,-0.05,-0.09
