slug,epoch,t_sec,jump_size,mid_at_jump,drift_30s,drift_60s,drift_120s
btc-updown-15m-1761057000,1761057000,3.7,-0.035,0.405,0.16,0.185,0.145
btc-updown-15m-1761057000,1761057000,13.7,0.165,0.57,0.04,-0.03,-0.01
btc-updown-15m-1761057000,1761057000,23.9,-0.055,0.52,0.05,0.01,0.05
btc-updown-15m-1761057000,1761057000,33.9,0.045,0.565,0.025,-0.03,0.035
btc-updown-15m-1761057000,1761057000,44.8,0.055,0.61,-0.09,-0.08,-0.055
btc-updown-15m-1761057000,1761057000,54.9,-0.05,0.56,-0.025,-0.02,-0.03
btc-updown-15m-1761057000,1761057000,65.3,0.035,0.595,-0.055,-0.04,-0.06
btc-updown-15m-1761057000,1761057000,75.3,-0.07,0.525,0.01,0.03,-0.005
btc-updown-15m-1761057000,1761057000,108.1,0.03,0.545,0.025,0.01,0.125
btc-updown-15m-1761057000,1761057000,138.2,0.035,0.57,-0.015,-0.04,0.1
btc-updown-15m-1761057000,1761057000,150.9,0.03,0.595,-0.035,0.01,0.095
btc-updown-15m-1761057000,1761057000,163.7,-0.045,0.555,-0.02,0.11,0.15
btc-updown-15m-1761057000,1761057000,175.1,-0.03,0.525,0.02,0.135,0.21
btc-updown-15m-1761057000,1761057000,191.1,-0.035,0.535,0.13,0.12,0.245
btc-updown-15m-1761057000,1761057000,201.2,0.035,0.57,0.11,0.11,0.17
btc-updown-15m-1761057000,1761057000,211.3,0.03,0.6,0.06,0.09,0.14
btc-updown-15m-1761057000,1761057000,221.3,0.065,0.665,-0.01,0.035,0.04
btc-updown-15m-1761057000,1761057000,238.1,-0.03,0.64,0.055,0.11,0.04
btc-updown-15m-1761057000,1761057000,248.1,0.04,0.68,0.02,0.1,-0.01
btc-updown-15m-1761057000,1761057000,261.5,0.03,0.68,0.05,0.06,-0.06
btc-updown-15m-1761057000,1761057000,285.9,0.035,0.72,0.02,-0.015,-0.025
btc-updown-15m-1761057000,1761057000,296.5,0.03,0.75,-0.005,-0.07,-0.03
btc-updown-15m-1761057000,1761057000,306.8,0.03,0.78,-0.08,-0.11,-0.025
btc-updown-15m-1761057000,1761057000,316.8,-0.03,0.75,-0.045,-0.1,-0.035
btc-updown-15m-1761057000,1761057000,334.9,-0.035,0.71,-0.05,-0.04,0.03
btc-updown-15m-1761057000,1761057000,353,-0.035,0.67,-0.03,0.05,0.145
btc-updown-15m-1761057000,1761057000,363.2,-0.03,0.65,0.015,0.085,0.2
btc-updown-15m-1761057000,1761057000,373.3,0.075,0.72,-0.03,0.055,0.095
btc-updown-15m-1761057000,1761057000,383.5,-0.065,0.645,0.07,0.06,0.14
btc-updown-15m-1761057000,1761057000,394.1,0.03,0.675,0.08,0.055,0.105
btc-updown-15m-1761057000,1761057000,412.9,0.03,0.72,-0.02,0.095,0.025
btc-updown-15m-1761057000,1761057000,423.8,0.03,0.745,-0.03,0.11,0.025
btc-updown-15m-1761057000,1761057000,434.4,-0.03,0.725,0.085,0.09,-0.01
btc-updown-15m-1761057000,1761057000,444.5,-0.04,0.685,0.125,0.09,0.05
btc-updown-15m-1761057000,1761057000,454.5,0.05,0.74,0.115,0.04,-0.01
btc-updown-15m-1761057000,1761057000,464.7,0.075,0.81,0.005,-0.07,-0.06
btc-updown-15m-1761057000,1761057000,482.3,0.03,0.845,-0.065,-0.08,-0.005
btc-updown-15m-1761057000,1761057000,492.4,-0.03,0.815,-0.075,-0.1,0.005
btc-updown-15m-1761057000,1761057000,502.4,-0.035,0.78,-0.03,-0.055,0.045
btc-updown-15m-1761057000,1761057000,516.7,-0.03,0.755,0.015,-0.02,0.09
btc-updown-15m-1761057000,1761057000,535.8,0.03,0.765,-0.035,0.01,0.08
btc-updown-15m-1761057000,1761057000,551.8,-0.04,0.725,0.015,0.095,0.145
btc-updown-15m-1761057000,1761057000,561.8,0.03,0.725,0.05,0.1,0.175
btc-updown-15m-1761057000,1761057000,587.9,0.03,0.765,0.07,0.085,0.155
btc-updown-15m-1761057000,1761057000,600.3,0.03,0.795,0.035,0.05,0.155
btc-updown-15m-1761057000,1761057000,610.4,0.04,0.835,0.01,0.035,0.13
btc-updown-15m-1761057000,1761057000,621.2,-0.035,0.82,0.025,0.07,0.1
btc-updown-15m-1761057000,1761057000,637,0.035,0.845,0,0.075,0.115
btc-updown-15m-1761057000,1761057000,675,0.03,0.875,0.045,0.09,0.035
btc-updown-15m-1761057000,1761057000,685.3,0.055,0.9,0.04,0.025,-0.14
btc-updown-15m-1761057000,1761057000,699.6,0.03,0.925,0.04,0.035,-0.165
btc-updown-15m-1761057000,1761057000,711.2,0.045,0.955,-0.035,0.02,-0.19
btc-updown-15m-1761057000,1761057000,737.1,-0.03,0.905,0.065,-0.095,0.08
btc-updown-15m-1761057000,1761057000,753.1,0.035,0.96,0.025,-0.175,0.025
btc-updown-15m-1761057000,1761057000,788.7,-0.03,0.945,-0.205,-0.03,
btc-updown-15m-1761057000,1761057000,798.7,-0.155,0.79,-0.035,0.195,
btc-updown-15m-1761057000,1761057000,808.7,-0.055,0.735,0.095,0.25,
btc-updown-15m-1761057000,1761057000,820.4,-0.03,0.75,0.165,0.235,
btc-updown-15m-1761057000,1761057000,830.5,0.04,0.765,0.22,0.22,
btc-updown-15m-1761057000,1761057000,840.6,0.065,0.83,0.155,,
btc-updown-15m-1761057000,1761057000,850.7,0.085,0.915,0.07,,
btc-updown-15m-1761061500,1761061500,13.3,0.03,0.52,-0.01,0.015,0.08
btc-updown-15m-1761061500,1761061500,33.8,0.03,0.54,-0.045,0.04,0.095
btc-updown-15m-1761061500,1761061500,44,-0.03,0.51,0.035,0.09,0.12
btc-updown-15m-1761061500,1761061500,54.3,-0.045,0.47,0.11,0.135,0.155
btc-updown-15m-1761061500,1761061500,64.3,0.045,0.515,0.065,0.09,0.115
btc-updown-15m-1761061500,1761061500,74.3,0.03,0.545,0.045,0.07,0.065
btc-updown-15m-1761061500,1761061500,84.3,0.035,0.58,0.035,0.055,0.035
btc-updown-15m-1761061500,1761061500,96.5,0.03,0.595,0.015,0.035,0.01
btc-updown-15m-1761061500,1761061500,110.9,0.03,0.615,0.015,-0.02,-0.015
btc-updown-15m-1761061500,1761061500,122.5,0.035,0.61,0.03,0.015,0.005
btc-updown-15m-1761061500,1761061500,142.8,0.03,0.63,-0.015,-0.07,-0.05
btc-updown-15m-1761061500,1761061500,158,0.03,0.635,-0.005,-0.015,-0.05
btc-updown-15m-1761061500,1761061500,168,-0.03,0.605,0.005,0.01,-0.09
btc-updown-15m-1761061500,1761061500,178.1,-0.03,0.575,0.04,0.045,-0.035
btc-updown-15m-1761061500,1761061500,188.1,0.055,0.63,-0.01,-0.01,-0.035
btc-updown-15m-1761061500,1761061500,198.5,-0.03,0.6,-0.01,0.01,0.035
btc-updown-15m-1761061500,1761061500,211.1,0.04,0.62,-0.005,-0.02,0.055
btc-updown-15m-1761061500,1761061500,229.7,0.03,0.625,-0.035,-0.105,0.065
btc-updown-15m-1761061500,1761061500,240,0.035,0.625,-0.025,-0.08,0.05
btc-updown-15m-1761061500,1761061500,252.3,-0.04,0.575,-0.03,0.025,0.15
btc-updown-15m-1761061500,1761061500,262.4,0.03,0.605,-0.07,0.055,0.08
btc-updown-15m-1761061500,1761061500,273.2,0.03,0.6,-0.06,0.08,0.115
btc-updown-15m-1761061500,1761061500,283.2,-0.065,0.535,0.07,0.165,0.2
btc-updown-15m-1761061500,1761061500,295.1,0.045,0.575,0.09,0.115,0.08
btc-updown-15m-1761061500,1761061500,307,0.04,0.6,0.08,0.09,0.04
btc-updown-15m-1761061500,1761061500,317.3,0.03,0.625,0.065,0.12,0.005
btc-updown-15m-1761061500,1761061500,327.4,0.05,0.675,0.015,0.025,-0.075
btc-updown-15m-1761061500,1761061500,341.1,0.035,0.71,0.01,0.03,-0.065
btc-updown-15m-1761061500,1761061500,362.7,0.035,0.72,-0.01,-0.09,-0.035
btc-updown-15m-1761061500,1761061500,372.7,0.03,0.735,0,-0.105,-0.055
btc-updown-15m-1761061500,1761061500,383.2,-0.055,0.685,-0.03,-0.07,0
btc-updown-15m-1761061500,1761061500,393.3,0.035,0.715,-0.11,-0.095,-0.03
btc-updown-15m-1761061500,1761061500,405,-0.03,0.695,-0.07,0,-0.04
btc-updown-15m-1761061500,1761061500,415.1,-0.035,0.655,-0.035,0.07,-0.08
btc-updown-15m-1761061500,1761061500,425.2,-0.035,0.62,-0.02,0.02,-0.11
btc-updown-15m-1761061500,1761061500,435.6,-0.035,0.61,0.085,0.08,-0.175
btc-updown-15m-1761061500,1761061500,447.4,-0.03,0.6,0.11,0.065,-0.23
btc-updown-15m-1761061500,1761061500,458,0.03,0.62,0.065,0.065,-0.33
btc-updown-15m-1761061500,1761061500,468.1,0.09,0.71,-0.045,-0.045,-0.51
btc-updown-15m-1761061500,1761061500,480.5,0.03,0.735,-0.065,-0.25,-0.555
btc-updown-15m-1761061500,1761061500,490.5,-0.06,0.675,0.015,-0.18,-0.405
btc-updown-15m-1761061500,1761061500,519.2,0.035,0.7,-0.185,-0.42,-0.34
btc-updown-15m-1761061500,1761061500,529.3,-0.045,0.655,-0.285,-0.465,-0.305
btc-updown-15m-1761061500,1761061500,539.3,-0.16,0.495,-0.12,-0.29,-0.06
btc-updown-15m-1761061500,1761061500,553.3,-0.045,0.44,-0.23,-0.125,0.125
btc-updown-15m-1761061500,1761061500,563.3,-0.04,0.4,-0.205,-0.075,0.1
btc-updown-15m-1761061500,1761061500,573.4,-0.06,0.34,-0.145,0.015,0.17
btc-updown-15m-1761061500,1761061500,583.4,-0.135,0.205,0.12,0.155,0.31
btc-updown-15m-1761061500,1761061500,593.5,-0.03,0.175,0.15,0.18,0.29
btc-updown-15m-1761061500,1761061500,604.2,-0.03,0.18,0.18,0.345,0.305
btc-updown-15m-1761061500,1761061500,614.3,0.15,0.325,0.045,0.24,0.14
btc-updown-15m-1761061500,1761061500,631.3,0.035,0.34,0.11,0.165,0.04
btc-updown-15m-1761061500,1761061500,644.8,-0.04,0.31,0.25,0.22,0.02
btc-updown-15m-1761061500,1761061500,655.8,0.035,0.375,0.155,0.05,-0.05
btc-updown-15m-1761061500,1761061500,667,0.125,0.52,0.015,-0.095,-0.24
btc-updown-15m-1761061500,1761061500,677,0.035,0.555,-0.05,-0.095,-0.19
btc-updown-15m-1761061500,1761061500,688.4,0.05,0.535,-0.11,-0.145,-0.38
btc-updown-15m-1761061500,1761061500,698.9,-0.04,0.495,-0.065,-0.11,-0.16
btc-updown-15m-1761061500,1761061500,710.9,-0.06,0.475,-0.02,-0.25,-0.18
btc-updown-15m-1761061500,1761061500,721.6,0.03,0.505,-0.11,-0.2,-0.11
btc-updown-15m-1761061500,1761061500,731.7,-0.04,0.465,-0.105,-0.105,-0.05
btc-updown-15m-1761061500,1761061500,743.2,-0.035,0.445,-0.13,-0.14,0.065
btc-updown-15m-1761061500,1761061500,753.3,-0.035,0.41,-0.12,-0.09,0.275
btc-updown-15m-1761061500,1761061500,763.3,-0.085,0.325,0.02,0,0.43
